input_text,target_text
I enjoyed that.,Bundan zevk aldım.
I expect a lot.,Çok şey bekliyorum.
I expect a lot.,Çok şey ümit ediyorum.
I fear nothing.,Hiçbir şeyden korkmam.
I fed the pigs.,Domuzları besledim.
I feel amazing.,Şaşırtıcı hissediyorum.
I feel amazing.,Kendimi harika hissediyorum.
I feel ashamed.,Utanmış hissediyorum.
I feel at ease.,Kendimi rahat hissediyorum.
I feel blessed.,Ben kutsanmış hissediyorum.
I feel cheated.,Aldatılmış hissediyorum.
I feel excited.,Heyecanlı hissediyorum.
I feel for you.,Çektiklerinizi anlıyorum.
I feel for you.,Sana acıyorum.
I feel honored.,Ben onurlu hissediyorum.
I feel nervous.,Gergin hissediyorum.
I feel nothing.,Ben hiçbir şey hissetmiyorum.
I feel seasick.,Beni deniz tutar.
I feel so lost.,Kaybolmuş hissediyorum.
I feel strange.,Garip hissediyorum.
I feel thirsty.,Susadım.
I feel trapped.,Tuzağa düşmüş hissediyorum.
I feel useless.,İşe yaramaz hissediyorum.
I fell in love.,Âşık oldum.
I felt amazing.,Kendimi inanılmaz hissettim.
I felt ashamed.,Utanmış hissettim.
I felt awkward.,Garip hissettim.
I felt cheated.,Aldatılmış hissettim.
I felt excited.,Heyecanlı hissettim.
I felt foolish.,Kendimi aptal hissettim.
I felt ignored.,Umursanmadığımı hissettim.
I felt nervous.,Ben sinirli hissettim.
I felt nothing.,Hiçbir şey hissetmedim.
I felt seasick.,Beni deniz tuttu.
I felt special.,Özel hissettim.
I felt stunned.,Şaşkın hissettim.
I finally left.,Sonunda ayrıldım.
I followed Tom.,Tom'u takip ettim.
I followed him.,Onu takip ettim.
I followed you.,Seni takip ettim.
I gave it away.,Onu hediye ettim.
I gave it back.,Onu geri verdim.
I gave my word.,Ben söz verdim.
I gave up hope.,Umudumu kaybettim.
I get off here.,Burada inerim.
I get the idea.,Anladım.
I give my word.,Ben söz veriyorum.
I go to church.,Kiliseye giderim.
I go to school.,Okula gidiyorum.
I go to school.,Ben okula gidiyorum.
I got a suntan.,Ben güneşte yandım.
I got arrested.,Tutuklandım.
I got confused.,Kafam karıştı.
I got divorced.,Ben boşandım.
I got expelled.,Ben kovuldum.
I got expelled.,Ben işten atıldım.
I got homesick.,Yurdumu özledim.
I got into bed.,Yatağa girdim.
I got it right.,Ben onu doğru anladım.
I got it wrong.,Ben onu yanlış anladım.
I got laid off.,Geçici olarak işten çıkarıldım.
I got promoted.,Terfi ettim.
I got up early.,Ben erken kalktım.
I got very mad.,Çok kızdım.
I got you this.,Sana bunu aldım.
I grew up here.,Burada büyüdüm.
I guarantee it.,Buna garanti veriyorum.
I had a choice.,Bir seçeneğim vardı.
I had a mishap.,Bir kaza geçirdim.
I had a stroke.,Felç geçirdim.
I had a vision.,Bir vizyonum vardı.
I had fun here.,Burada eğlendim.
I had jeans on.,Üzerimde kot pantolonum vardı.
I had some fun.,Biraz eğlendim.
I had to do it.,Onu yapmak zorunda kaldım.
I had to hurry.,Acele etmek zorundaydım.
I had to leave.,Ayrılmak zorunda kaldım.
I had to smile.,Gülümsemek zorunda kaldım.
I hailed a cab.,Bir taksi çağırdım.
I hate Mondays.,Pazartesilerden nefret ediyorum.
I hate Sundays.,Pazarlardan nefret ederim.
I hate Tom now.,Artık Tom'dan nefret ediyorum.
I hate arguing.,Tartışmaktan nefret ederim.
I hate carrots.,Ben havuçları sevmem.
I hate cooking.,Yemek pişirmekten nefret ediyorum.
I hate dancing.,Ben dans etmekten nefret ediyorum.
I hate dieting.,Diyetten nefret ediyorum.
I hate driving.,Araba kullanmaktan nefret ediyorum.
I hate her now.,Artık ondan nefret ediyorum.
I hate insects.,Böceklerden nefret ediyorum.
I hate ironing.,Ütü yapmaktan nefret ederim.
I hate it here.,Burada ondan nefret ediyorum.
"I hate it, too.",Ben de ondan nefret ediyorum.
I hate jogging.,Joggingten nefret ediyorum.
I hate karaoke.,Ben karaokeden nefret ediyorum.
I hate lawyers.,Avukatlardan nefret ediyorum.
I hate my body.,Vücudumdan nefret ediyorum.
I hate my boss.,Patronumdan nefret ediyorum.
I hate my hair.,Saçımdan nefret ediyorum.
I hate my life.,Hayatımdan nefret ediyorum.
I hate needles.,İğnelerden nefret ediyorum.
I hate parties.,Partilerden nefret ediyorum.
I hate riddles.,Bilmecelerden nefret ederim.
I hate running.,Koşmaktan nefret ederim.
I hate secrets.,Sırlardan nefret ediyorum.
I hate singing.,Şarkı söylemekten nefret ediyorum.
I hate spiders.,Örümceklerden nefret ediyorum.
I hate spinach.,Ispanaktan nefret ediyorum.
I hate spinach.,Ispanaktan nefret ederim.
I hate to lose.,Kaybetmekten nefret ediyorum.
I hate to wait.,Beklemekten nefret ediyorum.
I hate walking.,Yürümekten nefret ediyorum.
I hate working.,Çalışmaktan nefret ederim.
I hate you all.,Hepinizden nefret ediyorum.
I hate zealots.,Fanatiklerden nefret ederim.
I hated Boston.,Boston'dan nefret ettim.
I hated school.,Ben okulu sevmedim.
I have 13 cats.,13 kedim var.
I have a badge.,Bir rozetim var.
I have a beard.,Bir sakalım var.
I have a chill.,Üşüyorum.
I have a cough.,Öksürüyorum.
I have a dream.,Benim bir hayalim var.
I have a fever.,Ateşim var.
I have a flute.,Bir flütüm var.
I have a guest.,Benim bir konuğum var.
I have a horse.,Benim bir atım var.
I have a horse.,Atım var.
I have a horse.,Bir atım var.
I have a house.,Benim bir evim var.
I have a hunch.,Ben bir önseziye sahibim.
I have a piano.,Benim bir piyanom var.
I have a radio.,Benim bir radyom var.
I have a ranch.,Benim bir çiftliğim var.
I have a table.,Bir tablom var.
I have a table.,Bir masam var.
I have a truck.,Bir kamyonum var.
I have amnesia.,Hafıza kaybım var.
I have an idea.,Bir fikrim var.
I have changed.,Ben değiştim.
I have company.,Şirketim var.
I have done it.,Onu yaptım.
I have friends.,Arkadaşlarım var.
I have had fun.,Ben eğlendim.
I have hiccups.,Hıçkırığım var.
I have my keys.,Anahtarlarım var.
I have no clue.,Hiçbir fikrim yok.
I have no debt.,Benim hiç borcum yok.
I have no food.,Benim hiç yiyeceğim yok.
I have no home.,Evim yok.
I have no idea.,Hiçbir fikrim yok.
I have no kids.,Benim hiç çocuğum yok.
I have no luck.,Şansım yok.
I have no time.,Benim zamanım yok.
I have no wife.,Karım yok.
I have nothing.,Hiçbir şeyim yok.
I have one kid.,Bir çocuğum var.
I have sisters.,Kız kardeşlerim var.
I have the flu.,Grip oldum.
I have the flu.,Gripim var.
I have the key.,Anahtarım var.
I have the map.,Haritam var.
I have to help.,Yardım etmeliyim.
I have to hide.,Saklanmak zorundayım.
I have to know.,Bilmek zorundayım.
I have to rest.,Dinlenmek zorundayım.
I have to stay.,Ben kalmak zorundayım.
I have to stop.,Durmak zorundayım.
I have to wait.,Beklemek zorundayım.
I have to work.,Çalışmak zorundayım.
I hear it's OK.,Onun tamam olduğunu duyuyorum.
I heard a thud.,Bir gümbürtü duydum.
I heard voices.,Sesler duydum.
I helped a lot.,Ben çok yardımcı oldum.
I helped a lot.,Ben çok yardım sağladım.
I hiccup a lot.,Çok hıçkırırım.
I hit Tom back.,Tom'a misilleme yaptım.
I hope it's OK.,Umarım tamamdır.
"I hope so, too.",Ben de öyle umuyorum.
I hope you die.,İnşallah ölürsün.
I hope you win.,Umarım kazanırsın.
I hurried home.,Ben acele ile eve gittim.
I hurt my back.,Ben sırtımı incittim.
I hurt my foot.,Ben ayağımı incittim.
I hurt my knee.,Dizimi incittim.
I insulted Tom.,Tom'a hakaret ettim.
I just arrived.,Henüz geldim.
I just came in.,Az önce içeri geldim
I just gave up.,Sadece vazgeçtim.
I just guessed.,Sadece tahmin ettim.
I just met him.,Az önce onunla karşılaştım.
I just met him.,Onunla yeni tanıştım.
I just saw Tom.,Sadece Tom'u gördüm.
I just vomited.,Ben sadece kustum.
I just want it.,Ben sadece bunu istiyorum.
I just woke up.,Az önce uyandım.
I keep a diary.,Ben bir günlük tutuyorum.
I keep my word.,Sözümü tutuyorum.
I kept digging.,Kazmaya devam ettim.
I kept driving.,Sürmeye devam ettim.
I kept my cool.,Ben soğukkanlılığımı korudum.
I kept my word.,Sözümü tuttum.
I kept packing.,Ambalajlamaya devam ettim.
I kept playing.,Oynamaya devam ettim.
I kept playing.,Çalmaya devam ettim.
I kept pushing.,Bastırmaya devam ettim.
I kept reading.,Ben okumaya devam ettim.
I kept running.,Koşmaya devam ettim.
I kept singing.,Şarkı söylemeye devam ettim.
I kept smiling.,Gülümsemeye devam ettim.
I kept staring.,Bakmaya devam ettim.
I kept talking.,Konuşmaya devam ettim.
I kept texting.,Mesaj yazmaya devam ettim.
I kept walking.,Yürümeye devam ettim.
I kept yelling.,Bağırmaya devam ettim.
I know I'm fat.,Şişman olduğumu biliyorum.
I know it well.,Ben onu iyi biliyorum.
I know the boy.,Çocuğu biliyorum.
I know the way.,Ben yolu biliyorum.
I left my wife.,Karımı terk ettim.
I left on time.,Zamanında ayrıldım.
I let Tom down.,Tom'u hayal kırıklığına uğrattım.
I let Tom sing.,Tom'un şarkı söylemesine izin verdim.
I let Tom talk.,Tom'un konuşmasına izin verdim.
I let you down.,Yere yıkmana izin verdim.
I like English.,İngilizceyi severim.
I like almonds.,Bademleri severim.
I like blondes.,Sarışınlardan hoşlanırım.
I like bowling.,Bowling yapmayı severim.
I like bowling.,Bovlingden hoşlanırım.
I like bowling.,Bovlingi severim.
I like camping.,Kamp yapmaktan hoşlanırım.
I like carrots.,Havucu severim.
I like castles.,Kaleleri severim.
I like chicken.,Tavuk severim.
I like cookies.,Kurabiyeleri severim.
I like cooking.,Yemek yapmaktan hoşlanırım.
I like driving.,Araba sürmekten hoşlanırım.
I like farming.,Çiftçiliği severim.
I like fishing.,Balık tutmayı seviyorum.
I like flowers.,Çiçekleri severim.
I like history.,Ben tarihi severim.
I like history.,Tarihi severim.
I like hunting.,Avlanmaktan hoşlanırım.
I like it here.,Onu burada seviyorum.
"I like it, too.",Onu ben de beğeniyorum.
I like lasagna.,Lazanyayı seviyorum.
I like lobster.,Istakozu severim.
I like mahjong.,Mahjong'u çok seviyorum.
I like mahjong.,Çin dominosunu severim.
I like my life.,Yaşamımı seviyorum.
I like noodles.,Erişteyi seviyorum.
I like oysters.,İstiridyeleri severim.
I like picnics.,Pikniği severim.
I like puzzles.,Bulmacaları seviyorum.
I like reading.,Okumayı severim.
I like running.,Koşuyu severim.
I like sashimi.,Sashimiyi severim.
I like seafood.,Deniz ürünlerini seviyorum.
I like singing.,Ben şarkı söylemeyi seviyorum.
I like stories.,Hikayeleri seviyorum.
I like surfing.,Sörf yapmaktan hoşlanıyorum.
I like talking.,Konuşmayı severim.
I like the dog.,Köpeği severim.
I like the sun.,Güneşten hoşlanıyorum.
I like to cook.,Yemek pişirmeyi severim.
I like to draw.,Çizim yapmayı severim.
I like to fish.,Balık tutmayı severim.
I like to hunt.,Avlanmak hoşuma gidiyor.
I like to knit.,Örmek hoşuma gidiyor.
I like to read.,Okumayı severim.
I like to sail.,Yelkenli ile gezmeyi seviyorum.
I like to sing.,Ben şarkı söylemeyi seviyorum.
I like to swim.,Ben yüzmeyi seviyorum.
I like to talk.,Konuşmayı seviyorum.
I like to walk.,Yürümeyi severim.
I like to work.,Ben çalışmayı seviyorum.
I like turtles.,Kaplumbağaları severim.
I like walking.,Yürümeyi seviyorum.
I like winning.,Kazanmak hoşuma gidiyor.
I like working.,Çalışmayı seviyorum.
I like writing.,Yazmak hoşuma gidiyor.
I liked Boston.,Boston'u sevdim.
I lit the fire.,Ateşi yaktım.
I lit the fuse.,Sigortayı yaktım.
I lit the oven.,Ocağı yaktım.
I live in Kobe.,"Ben, Kobe'de yaşıyorum."
I live upstate.,Taşrada yaşıyorum.
I live upstate.,Şehir dışında yaşıyorum.
I lost control.,Kontrolü kaybettim.
I lost my keys.,Anahtarlarımı kaybettim.
I lost the bet.,Bahsi kaybettim.
I love Harvard.,Harvard'ı severim.
I love almonds.,Ben bademleri severim.
I love animals.,Hayvanları severim.
I love bananas.,Ben muz severim.
I love camping.,Kamp yapmayı seviyorum.
I love carrots.,Ben havucu seviyorum
I love chicken.,Tavuğu severim.
I love chicken.,Pilici severim.
I love cookies.,Kurabiyeleri severim.
I love dancing.,Dans etmeyi seviyorum.
I love dessert.,Tatlıyı severim.
I love driving.,Araba kullanmayı seviyorum.
I love fishing.,Balık tutmayı severim.
I love flowers.,Ben çiçekleri severim.
I love his son.,Onun oğlunu seviyorum.
I love it here.,Buraya bayılıyorum.
I love karaoke.,Ben karaokeyi severim.
I love lasagna.,Lazanyayı severim.
I love my city.,Kentimi seviyorum.
I love my home.,Evimi severim.
I love my iPod.,iPod'umu seviyorum.
I love my kids.,Çocuklarımı seviyorum.
I love my life.,Yaşantımı seviyorum.
I love my team.,Ben takımımı seviyorum.
I love my wife.,Karımı seviyorum.
I love my work.,İşimi seviyorum.
I love parties.,Ben partileri seviyorum.
I love puzzles.,Ben bulmacaları severim.
I love reading.,Okumayı seviyorum.
I love secrets.,Sırları severim.
I love singing.,Ben şarkı söylemeyi severim.
I love sunsets.,Gün batımını seviyorum.
I love to fish.,Balık avlamayı severim.
I love to read.,Okumayı severim.
I love to swim.,Yüzmeyi seviyorum.
I love winning.,Ben kazanmayı seviyorum.
I love you all.,Hepinizi seviyorum.
I loved Boston.,Boston'u çok sevdim.
I loved school.,Okulu sevdim.
I made Tom cry.,Tom'u ağlattım.
I made a noise.,Bir ses yaptım.
I made cookies.,Kurabiyeler yaptım.
I made her cry.,Onu ağlattım.
I made him cry.,Onu ağlattım.
I made it work.,Onu çalıştırdım.
I made partner.,Ortak yaptım.
I made that up.,Onu ben uydurdum.
I may be right.,Haklı olabilirim.
I may be wrong.,Hatalı olabilirim.
I may know Tom.,Tom'u tanıyor olabilirim.
I may not come.,Gelmeyebilirim.
I mean no harm.,Amacım zarar vermek değildir.
I met Tom here.,Tom'la burada karşılaştım.
I met Tom once.,Tom'la bir kez karşılaştım.
I met a friend.,Bir arkadaşa rastladım.
I met him once.,Onunla bir kez buluştum.
I might not go.,Gitmeyebilirim.
I miss college.,Üniversiteyi özlüyorum.
I miss my kids.,Çocuklarımı özlüyorum.
I miss my wife.,Karımı özlüyorum.
I missed a lot.,Çok özledim.
I must be calm.,Sakin olmalıyım.
I must be sure.,Emin olmalıyım.
I must buy one.,Ben bir tane almalıyım.
I must decline.,Reddetmeliyim.
I must do that.,Bunu yapmak zorundayım.
I must find it.,Onu bulmalıyım.
I must go back.,Geri gitmeliyim.
I must go back.,Geri gitmem gerekiyor.
I must go home.,Eve gitmeliyim.
I must have it.,Buna sahip olmalıyım.
I must protest.,Protesto etmeliyim.
I must see Tom.,Tom'u görmeliyim.
I must see you.,Seni görmeliyim.
I need Tom now.,Tom'a şimdi ihtiyacım var.
I need a break.,Bir molaya ihtiyacım var.
I need a drink.,Bir içkiye ihtiyacım var.
I need a favor.,Bana bir iyilik yap.
I need a hobby.,Bir hobiye ihtiyacım var.
I need a knife.,Bir bıçağa ihtiyacım var.
I need a medic.,Bir doktora ihtiyacım var.
I need a raise.,Bir zama ihtiyacım var.
I need a ruler.,Bana cetvel lazım.
I need a smoke.,Bir sigaraya ihtiyacım var.
I need a snack.,Bir aperatife ihtiyacım var.
I need a snack.,Atıştırmalığa ihtiyacım var.
I need a stamp.,Bir pula ihtiyacım var.
I need a towel.,Bir havluya ihtiyacım var.
I need answers.,Cevaplara ihtiyacım var.
I need friends.,Arkadaşlara ihtiyacım var.
I need glasses.,Gözlüğe ihtiyacım var.
I need it ASAP.,Mümkün olduğunca çabuk ona ihtiyacım var.
I need my cane.,Bastonuma ihtiyacım var.
I need my coat.,Ceketime ihtiyacım var.
I need my keys.,Anahtarlarıma ihtiyacım var.
I need one now.,Şimdi bir taneye ihtiyacım var.
I need privacy.,Mahremiyete ihtiyacım var.
I need support.,Desteğe ihtiyacım var.
I need surgery.,Ameliyata ihtiyacım var.
I need to know.,Bilmem gerek.
I need to quit.,Benim yola çıkmam gerek.
I need to rest.,Dinlenmeliyim.
I need to rest.,Dinlenmem gerekiyor.
I need to stop.,Durdurmalıyım.
I need to work.,Çalışmam gerek.
I need you now.,Şimdi sana ihtiyacım var.
I needed money.,Paraya ihtiyacım vardı.
I needed space.,Alana ihtiyacım vardı.
I never go out.,Asla flört etmem.
I never saw it.,Onu asla görmedim.
I never saw it.,Onu hiç görmedim.
I nominate Tom.,Tom'u aday olarak gösteriyorum.
I noticed that.,Onu fark ettim.
I now know why.,Şimdi nedenini biliyorum.
I often hiccup.,Sık sık hıçkırırım.
I often travel.,Sık sık seyahat ederim.
I owe him $100.,Ona 100 dolar borçluyum.
I own this car.,Bu araba benim.
I paid for Tom.,Ben Tom için ödedim.
I paid in cash.,Ben nakit ödedim.
I paid nothing.,Ben hiçbir şey ödemedim.
I painted that.,Ben onu boyadım.
I pay Tom well.,Tom'a yüklü ödeme yaparım.
