input_text,target_text
We had to help Tom.,Tom'a yardım etmek zorundaydık.
We had to scramble.,Çabalamak zorundaydık.
We hardly know Tom.,Tom'u neredeyse hiç tanımıyoruz.
We hate each other.,Birbirimizden nefret ediyoruz.
We have 30 minutes.,30 dakikamız var.
We have a contract.,Bizim bir sözleşmemiz var.
We have a deadline.,Bizim bir son teslim tarihimiz var.
We have a prisoner.,Bir tutuklumuz var.
We have a shortage.,Bir sıkıntımız var.
We have a surprise.,Bir sürprizimiz var.
We have ample food.,Bol miktarda yiyeceğimiz var.
We have each other.,Biz birbirimize sahibiz.
We have everything.,Her şeyimiz var.
We have great kids.,Harika çocuklarımız var.
We have great news.,Harika haberimiz var.
We have lots to do.,Yapacak çok şeyimiz var.
We have many goals.,Birçok hedefimiz var.
We have more to do.,Daha fazla yapmak zorundayız.
We have no comment.,Bizim hiç bir yorumumuz yok.
We have no secrets.,Hiçbir sırrımız yok.
We have our orders.,Bizim siparişlerimiz var.
We have solid team.,Sağlam bir ekibe sahibiz.
We have some ideas.,Bazı planlarımız var.
We have three dogs.,Bizim üç köpeğimiz var.
We have three kids.,Bizim üç çocuğumuz var.
We have to act now.,Şimdi harekete geçmeliyiz.
We have to do that.,Onu yapmak zorundayız.
We have to do that.,Onu yapmalıyız.
We have to do that.,Onu yapmamız gerekiyor.
We have to do this.,Bunu yapmak zorundayız.
We have to eat now.,Şimdi yemek zorundayız.
We have to find it.,Onu bulmak zorundayız.
We have to move on.,İlerlemek zorundayız.
We have to rebuild.,Yeniden inşa etmek zorundayız.
We have to run now.,Şimdi koşmak zorundayız.
We have to stop it.,Bunu durdurmalıyız.
We have to wash it.,Bunu yıkamak zorundayız.
We have work to do.,Yapacak işimiz var.
We haven't met yet.,Henüz tanışmadık.
We haven't started.,Başlamadık.
We heard a gunshot.,Bir silah sesi duydum.
We help each other.,Biz birbirimize yardım ederiz.
We helped Tom once.,Tom'a bir kez yardım ettik.
We hit the jackpot.,Turnayı gözünden vurduk.
We intend to do so.,Öyle yapmak niyetindeyiz.
We just ate dinner.,Biz sadece akşam yemeği yedik.
We just can't quit.,Sadece vazgeçemiyoruz.
We just don't know.,Biz sedece bilmiyoruz.
We just had a talk.,Az önce bir konuşma yaptık.
We kept them quiet.,Biz onları sessiz tuttuk.
We knew you'd come.,Geleceğini biliyorduk.
We know Tom did it.,Onu Tom'un yaptığını biliyoruz.
We know about that.,Biz onun hakkında biliyoruz.
We know each other.,Birbirimizi tanırız.
We know everything.,Her şeyi biliyoruz.
We know how Tom is.,Tom'un nasıl olduğunu biliyoruz.
We know our rights.,Haklarımızı biliyoruz.
We know what to do.,Ne yapacağımızı biliyoruz.
We know what to do.,Ne yapacağımızı biliriz.
We know what works.,Neyin işe yaradığını biliyoruz.
We know who did it.,Bunu kimin yaptığını biliyoruz.
We learned English.,Biz İngilizce öğrendik.
We leave in a week.,Bir hafta içinde gideriz.
We left Tom behind.,Tom'u geride bıraktık.
We like to compete.,Rekabet etmekten hoşlanıyoruz.
We like to eat out.,Biz dışarıda yemek istiyoruz.
We listen to music.,Biz müzik dinleriz.
We live in a house.,Biz bir evde yaşarız.
We live in poverty.,Yoksulluk içinde yaşıyoruz.
We live over there.,Biz orada yaşıyoruz.
We look ridiculous.,Saçma görünüyoruz.
We looked about us.,Etrafımıza baktık.
We lost everything.,Her şeyi kaybettik.
We lost our chance.,Şansımızı kaybettik.
We love Tom dearly.,Biz Tom'u içtenlikle seviyoruz.
We love each other.,Biz birbirimizi seviyoruz.
We love each other.,Birbirimizi seviyoruz.
We love our school.,Biz okulumuzu seviyoruz.
We love the system.,Sistemi seviyoruz.
We love this house.,Biz bu evi severiz.
We love this place.,Biz bu yeri seviyoruz.
We love what we do.,Biz yaptığımızı severiz.
We love your books.,Kitaplarınızı seviyoruz.
We made a decision.,Biz bir karar verdik.
We made a good buy.,İyi bir alış yaptık.
We made it on time.,Onu zamanında yaptık.
We made sacrifices.,Biz fedakarlıklar yaptık.
We made sure of it.,Ondan emin olduk.
We made you a cake.,Biz size bir pasta yaptık.
We may be too late.,Çok geç kalabiliriz.
We met on a cruise.,Bir gemi gezisinde tanıştık.
We might get lucky.,Biz şanslı olabiliriz.
We missed the exit.,Biz çıkışı kaçırdık.
"We missed you, too.",Biz de seni özledik.
We moved last year.,Biz geçen yıl taşındık.
We must be careful.,Dikkatli olmalıyız.
We must destroy it.,Bunu yok etmeliyiz.
We must follow Tom.,Tom'u izlemeliyiz.
We must keep quiet.,Biz sessiz olmalıyız.
We must plan ahead.,İleride plan yapmalıyız.
We must talk first.,Önce konuşmalıyız.
We mustn't be late.,Geç kalmamalıyız.
We mustn't do that.,Bunu yapmamalıyız.
We need Tom's help.,Tom'un yardımına ihtiyacımız var.
We need a new lamp.,Yeni bir lambaya ihtiyacımız var.
We need a new plan.,Yeni bir plana ihtiyacımız var.
We need a new plan.,Bize yeni bir plan lazım.
We need a response.,Bir yanıta ihtiyacımız var.
We need a strategy.,Bir stratejiye ihtiyacımız var.
We need a watchdog.,Biz bir bekçi köpeği lazım.
We need each other.,Birbirimize ihtiyacımız var.
We need everything.,Bizim her şeye ihtiyacımız var.
We need leadership.,Liderliğe ihtiyacımız var.
We need more flour.,Daha çok una ihtiyacımız var.
We need more money.,Daha çok paraya ihtiyacımız var.
We need more space.,Daha fazla yere ihtiyacımız var.
We need more staff.,Daha fazla personele ihtiyacımız var.
We need more sugar.,Daha fazla şekere ihtiyacımız var.
We need permission.,İzne ihtiyacımız var.
We need some money.,Biraz paraya ihtiyacım var.
We need some tools.,Bazı araçlara ihtiyacımız var.
We need that money.,O paraya ihtiyacımız var.
We need the police.,Polise ihtiyacımız var.
We need three cups.,Üç bardağa ihtiyacımız var.
We need to be sure.,Emin olmamız gerekiyor.
We need to do both.,Her ikisini de yapmamız gerekiyor.
We need to do more.,Daha fazla yapmamız gerekiyor.
We need to do that.,Onu yapmamız gerekiyor.
We need to do this.,Bunu yapmamız gerekiyor.
We need to eat now.,Şimdi yemek yemeliyiz.
We need to find it.,Onu bulmamız gerek.
We need to move on.,Devam etmemiz gerekiyor.
We need to test it.,Onu test etmeliyiz.
We need volunteers.,Gönüllülere ihtiyacımız var.
We need volunteers.,Bizim gönüllülere ihtiyacımız var.
We needed all that.,Hepsine ihtiyacımız vardı.
We needed the rain.,Yağmura ihtiyacımız vardı.
We needed this win.,Biz bunun kazanmasına ihtiyaç duyduk.
We never use sugar.,Asla şeker kullanmayız.
We offered to help.,Biz yardım etmeyi teklif ettik.
We often visit Tom.,Tom'u sık sık ziyaret ederiz.
We owe you nothing.,Size hiçbir şey borçlu değiliz.
We played baseball.,Biz beyzbol oynadık.
We prayed for rain.,Biz yağmur için dua ettik.
We prayed together.,Birlikte dua ettik.
We proved it today.,Bugün onu kanıtladık.
We push each other.,Birbirimizi itiyoruz.
We ran in the park.,Parkta koştuk.
We ran out of food.,Yiyeceğimiz bitti.
We really hate Tom.,Biz gerçekten Tom'dan nefret ediyoruz.
We really like Tom.,Biz gerçekten Tom'u seviyoruz.
We really miss Tom.,Tom'u gerçekten özlüyoruz.
We really need you.,Gerçekten de sana ihtiyacımız var.
We really need you.,Sana gerçekten ihtiyacımız var.
We remained silent.,Biz sessiz kaldık.
We sacrifice a lot.,Çok şey feda ederiz.
We sacrifice a lot.,Çok kurban keseriz.
We saved your life.,Biz senin hayatını kurtardık.
We saw this coming.,Bunun geldiğini gördük.
We saw you come in.,İçeri girdiğini gördük.
We sent Tom a copy.,Tom'a bir kopya gönderdik.
We should be there.,Orada olmalıyız.
We should break up.,Ayrılmalıyız.
We should call Tom.,Tom'u aramalıyız.
We should hang out.,Takılmalıyız.
We should help Tom.,Tom'a yardım etmeliyiz.
We should help Tom.,Tom'a yardım etmemiz gerek.
We should hire Tom.,Tom'u istihdam etmeliyiz.
We should sit down.,Oturmalıyız.
We should tell him.,Ona söylemeliyiz.
We should try that.,Onu denemeliyiz.
We should use that.,Onu kullanmalıyız.
We should warn Tom.,Tom'u uyarmalıyız.
We should work now.,Biz şimdi çalışmalıyız.
We slept in a tent.,Biz bir çadırda uyuduk.
We spoke in French.,Biz Fransızca konuştuk.
We spoke yesterday.,Biz dün konuştuk.
We started in 2013.,Biz 2013'te başladık.
We started singing.,Biz şarkı söylemeye başladık.
We started talking.,Konuşmaya başladık.
We started to walk.,Biz yürümeye başladık.
We stayed in touch.,Biz temasta kaldık.
We still have time.,Hâlâ zamanımız var.
We stopped to talk.,Konuşmak için durduk.
We stopped working.,Çalışmayı bıraktık.
We studied English.,Biz İngilizce eğitimi gördüm.
We swam in the sea.,Biz denizde yüzdük.
We talk frequently.,Biz sık sık konuşuruz.
We talked about it.,Biz onun hakkında konuştuk.
We think it's fair.,Bunun adil olduğunu düşünüyoruz.
We threw them away.,Onları attık.
We took a mud bath.,Çamur banyosu yaptık.
We understand golf.,Biz golften anlarız.
We understand that.,Onu anlıyoruz.
We understand this.,Biz bunu anlarız.
We understood that.,Onu anladık.
We urged Tom to go.,Tom'u gitmeye zorladık.
We used to do that.,Biz onu yapardık.
We waited too long.,Biz çok uzun süre bekledik.
We want a decision.,Biz bir karar istiyoruz.
We want a solution.,Biz bir çözüm istiyoruz.
We want more money.,Daha fazla para istiyoruz.
We want to be fair.,Adil olmak istiyoruz.
We want to compete.,Yarışmak istiyoruz.
We want to go home.,Eve gitmek istiyoruz.
We want to hear it.,Biz onu duymak istiyoruz.
We want to see Tom.,Biz Tom'u görmek istiyoruz.
We want to see you.,Seni görmek istiyoruz.
We want to take it.,Biz bunu almak istiyoruz.
We want your input.,Girişini istiyoruz.
We wanted to do so.,Öyle yapmak istedim.
We watched a movie.,Bir film izledik.
We went for a walk.,Biz bir yürüyüşe çıktık.
We went to a movie.,Sinemaya gittik.
We went to the zoo.,Hayvanat bahçesine gittik.
We were all asleep.,Hepimiz uyuyorduk.
We were all hungry.,Hepimiz açtık.
We were all hungry.,Hepimizin karnı açtı.
We were all scared.,Hepimiz korktuk.
We were astonished.,Biz şaşırmıştık.
We were both drunk.,İkimiz de sarhoştuk.
We were both happy.,İkimiz de mutluyduk.
We were both tired.,İkimiz de yorgunduk.
We were both wrong.,İkimiz de hatalıydık.
We were doing fine.,Biz iyi yapıyorduk.
We were happy then.,Biz o zaman mutluyduk.
We were having fun.,Biz eğleniyorduk.
We were here first.,Buraya önce biz geldik.
We were huge wimps.,Bizler büyük pısırıklardık.
We were in a hurry.,Acelemiz vardı.
We were introduced.,Tanıştırıldık.
We were just going.,Tam gitmek üzereydik.
We were just there.,Biz sadece oradaydık.
We were not afraid.,Biz korkmadık.
We were on a break.,Ara vermiştik.
We were on a break.,Biz mola vermiştik.
We were passengers.,Biz yolcuyduk.
We were persistent.,Biz kalıcıydık.
We were pretty bad.,Biz oldukça kötüydük.
We were retreating.,Biz geri çekiliyorduk.
We were so worried.,Çok endişeliydik.
We were struggling.,Biz mücadele ediyorduk.
We were successful.,Biz başarılıydık.
We were surrounded.,Çevrilmiştik.
"We were there, too.",Biz de oradaydık.
We were tough guys.,Biz sert erkeklerdik.
We were undefeated.,Yenilmezdik.
We were very close.,Biz çok yakındık.
We were very happy.,Çok mutluyduk.
We were very lucky.,Biz çok şanslıydık.
We were very tired.,Biz çok yorgunduk.
We were young then.,Biz o zaman gençtik.
We weren't at home.,Biz evde değildik.
We weren't briefed.,Bize bilgi verilmedi.
We weren't friends.,Biz arkadaş değildik.
We weren't invited.,Davet edilmedik.
We won the contest.,Biz yarışmayı kazandık.
We won the lottery.,Piyangoyu kazandık.
We won't back down.,Biz sözümüzden dönmeyeceğiz.
We won't back down.,Biz vazgeçmeyeceğiz.
We won't be judged.,Biz yargılanmayacağız.
We won't be silent.,Biz sessiz olmayacağız.
We won't surrender.,Biz teslim olmayacağız.
We worked together.,Biz birlikte çalıştık.
We worked together.,Beraber çalıştık.
We'd be safe there.,Biz orada güvende olacaktık.
We'd like to leave.,Biz ayrılmak istiyoruz.
We'll all be there.,Hepimiz orada olacağız.
We'll all miss you.,Hepimiz sizi özleyeceğiz.
We'll ask politely.,Kibarca isteyeceğiz.
We'll be all right.,İyi olacağız.
We'll be back soon.,Yakında döneceğiz.
We'll be destroyed.,Öldürüleceğiz.
We'll be home soon.,Yakında evde olacağız.
We'll be safe here.,Biz burada güvende olacağız.
We'll be well paid.,Bize iyi ödeme yapılacak.
We'll capture them.,Onları yakalayacağız.
We'll check it out.,Onu kontrol edeceğiz.
We'll contact them.,Onlarla irtibat kuracağız.
We'll convince Tom.,Tom'u ikna edeceğiz.
We'll deal with it.,Biz onunla ilgileneceğiz.
We'll decide later.,Sonra karar vereceğiz.
We'll do something.,Bir şey yapacağız.
We'll finish later.,Daha sonra bitireceğiz.
We'll get it fixed.,Onu tamir ettireceğiz.
We'll get new ones.,Biz yenilerini alacağız.
We'll get this one.,Biz bunu alacağız.
We'll give it back.,Biz onu geri vereceğiz.
We'll go visit Tom.,Tom'u ziyaret edeceğiz.
We'll have a party.,Parti vereceğiz.
We'll help you out.,Biz size yardım edeceğiz.
We'll keep looking.,Bakmaya devam edeceğiz.
We'll let you know.,Biz size bildireceğiz.
We'll let you rest.,Dinlenmenize izin vereceğiz.
We'll load the van.,Kamyoneti yükleyeceğiz.
We'll look at that.,Biz ona bakacağız.
We'll look into it.,Onu inceleyeceğiz.
We'll look into it.,Onu araştıracağız.
We'll make changes.,Biz değişiklikler yapacağız.
We'll make it work.,Biz bunu çalıştıracağız.
We'll need shelter.,Barınağa ihtiyacımız olacak.
We'll never forget.,Biz asla unutmayacağız.
We'll pass that on.,Biz onu geçeceğiz.
We'll pray for you.,Sana dua edeceğiz.
We'll probably win.,Biz muhtemelen kazanacağız.
We'll see you soon.,Seni yakında göreceğiz.
We'll see you then.,Seni daha sonra göreceğiz.
We'll soon be home.,Yakında evde olacağız.
We'll survive this.,Bunu atlatacağız.
We'll talk tonight.,Bu gece konuşacağız.
We'll try our best.,Elimizden geleni deneyeceğiz.
We'll wait a while.,Bir süre bekleyeceğiz.
We'll wait an hour.,Bir saat bekleyeceğiz.
We'll wait and see.,Bekleyip göreceğiz.
We'll wait for Tom.,Tom'u bekleyeceğiz.
We'll wait for you.,Biz seni bekleyeceğiz.
We'll wait outside.,Dışarıda bekleyeceğiz.
We'll win for sure.,Biz kesinlikle kazanacağız.
We'll work on that.,Onun üzerinde çalışacağız.
We're Tom's family.,Biz Tom'un ailesiyiz.
We're a big family.,Biz büyük bir aileyiz.
We're a great team.,Biz büyük bir takımız.
We're a great team.,Biz harika bir takımız.
We're about to eat.,Yemek yemek üzereyiz.
We're all fired up.,Hepimiz kovulduk.
We're all infected.,Hepimiz enfekte olduk.
We're all like Tom.,Hepimiz Tom'a benziyoruz.
We're all students.,Biz hepimiz öğrenciyiz.
We're all teachers.,Hepimiz öğretmeniz.
We're all the same.,Hepimiz aynıyız.
We're all watching.,Hepimiz takip ediyoruz.
We're all with you.,Hepimiz seninle birlikteyiz.
We're all worn out.,Biz hepimiz yıpranmışız.
We're almost broke.,Neredeyse beş parasızız.
We're almost ready.,Neredeyse hazırız.
We're almost there.,Biz neredeyse oradayız.
We're already late.,Biz zaten geç kaldık.
We're always happy.,Her zaman mutluyuz.
We're always right.,Her zaman haklıyız.
We're ambidextrous.,Biz çok yönlüyüz.
We're avoiding Tom.,Tom'dan kaçınıyoruz.
We're being called.,Aranıyoruz.
We're being conned.,Kandırılıyoruz.
We're being hunted.,Takip ediliyoruz.
We're being unfair.,Haksız oluyoruz.
We're best friends.,Biz en iyi arkadaşlarız.
We're bodybuilders.,Biz vücut geliştiricileriz.
We're both writers.,İkimiz de yazarlarız.
We're both writers.,İkimiz de yazarız.
We're close enough.,Biz yeterince samimiyiz.
We're closed today.,Bugün kapalıyız.
We're conservative.,Biz tutucuyuz.
We're conservative.,Biz muhafazakarız.
We're contributing.,Katkıda bulunuyoruz.
We're disappointed.,Biz hayal kırıklığına uğradık.
We're disorganized.,Biz dağınığız.
We're doing better.,Daha iyi yapıyoruz.
We're done for now.,Şimdilik hazırız.
We're done talking.,Konuşacak bir şey kalmadı.
We're enthusiastic.,Biz hevesliyiz.
We're fixing it up.,Biz onu tamir ediyoruz.
We're glad to help.,Yardım ettiğimize sevindik.
We're going inside.,İçeri giriyoruz.
We're going to die.,Öleceğiz.
We're going to try.,Deneyeceğiz.
We're going to win.,Kazanacağız.
We're good friends.,Biz iyi arkadaşız.
We're halfway home.,Biz yurttayız.
We're having lunch.,Öğle yemeği yiyoruz.
We're heading home.,Eve gidiyoruz.
We're here for Tom.,Tom için buradayız.
We're here for you.,Senin için buradayız.
We're here to help.,Yardım etmek için buradayız.
We're here to stay.,Kalmak için buradayız.
We're here to talk.,Konuşmak için buradayız.
We're honeymooning.,Biz balayına çıkıyoruz.
We're housesitting.,Biz birinin evine göz kulak oluyoruz.
We're human beings.,Biz insanız.
We're ignoring Tom.,Tom'u önemsemiyoruz.
We're ignoring you.,Seni görmezden geliyoruz.
We're in a library.,Bir kütüphanedeyiz.
We're in agreement.,Aynı anlaşmadayız.
We're in agreement.,Hemfikiriz.
We're in no danger.,Biz tehlikede değiliz.
We're in the clear.,Biz temize çıktık.
We're in the house.,Evdeyiz.
"We're invited, too.",Biz de davet edildik.
We're just friends.,Biz sadece arkadaşız.
We're just friends?,Biz sadece arkadaş mıyız?
We're just nervous.,Sadece gerginiz.
We're just nervous.,Biz sadece sinirliyiz.
We're just talking.,Biz sadece konuşuyoruz.
We're kind of late.,Biraz geç kaldık.
We're leaving here.,Biz buradan ayrılıyoruz.
We're making money.,Biz para kazanıyoruz.
We're nearly there.,Neredeyse oradayız.
We're not a couple.,Biz bir çift değiliz.
We're not bluffing.,Biz blöf yapmıyoruz.
We're not dead yet.,Biz henüz ölmedik.
We're not doing it.,Biz bunu yapmıyoruz.
We're not done yet.,Henüz hazır değiliz.
We're not fighting.,Biz kavga etmiyoruz.
We're not finished.,Henüz hazır değiliz.
We're not free yet.,Henüz özgür değiliz.
We're not involved.,Biz karışmış değiliz.
We're not offended.,Biz kırgın değiliz.
We're not open yet.,Henüz açık değiliz.
We're not partners.,Biz ortak değiliz.
We're not quitters.,Biz dönek değiliz.
We're not safe yet.,Biz henüz güvende değiliz.
We're not soldiers.,Biz asker değiliz.
We're not speaking.,Biz konuşmuyoruz.
We're not stopping.,Biz durmuyoruz.
We're not stubborn.,Biz inatçı değiliz.
We're not students.,Biz öğrenci değiliz.
We're not sure yet.,Henüz emin değiliz.
We're not the same.,Aynı değiliz.
We're not watching.,İzlemiyoruz.
We're on a mission.,Biz bir görevdeyiz.
We're on probation.,Göz hapsindeyiz.
We're on track now.,Biz şimdi yoldayız.
We're on your side.,Senin tarafındayız.
We're on your side.,Sizin tarafınızdayız.
We're on your side.,Biz sizin yanınızdayız.
We're only friends.,Biz sadece arkadaşlarız.
We're out of candy.,Şekerimiz kalmadı.
We're out of money.,Paramız bitti.
We're out of stock.,Stokumuz tükendi.
We're out of sugar.,Şekerimiz bitti.
We're overreacting.,Biz aşırı tepki veriyoruz.
We're partners now.,Biz artık ortağız.
We're pretty happy.,Biz oldukça mutluyuz.
We're pretty smart.,Oldukça akıllıyız.
We're pretty tight.,Oldukça gerginiz.
We're proud of Tom.,Biz Tom'la gurur duyuyoruz.
We're proud of you.,Biz sizinle gurur duyuyoruz.
We're pulling back.,Biz geri çekiliyoruz.
We're real excited.,Gerçekten heyecanlıyız.
We're really angry.,Gerçekten kızgınız.
We're really drunk.,Gerçekten sarhoşuz.
We're really happy.,Biz gerçekten mutluyuz.
We're really lucky.,Gerçekten şanslıyız.
We're running away.,Kaçıyoruz.
We're running late.,Geç kalıyoruz.
We're safe at home.,Biz evde güvendeyiz.
We're saving lives.,Biz hayat kurtarıyoruz.
We're short-handed.,Personel eksikliğimiz var.
We're slowing down.,Yavaşlıyoruz.
We're staying here.,Burada kalıyoruz.
We're still a team.,Biz hâlâ bir takımız.
We're still active.,Hâlâ aktif durumdayız.
We're still at war.,Biz hâlâ savaştayız.
We're still eating.,Biz hâlâ yemek yiyoruz.
We're still moving.,Hâlâ taşınıyoruz.
We're studying now.,Şimdi çalışıyoruz.
We're sure of that.,Biz ondan eminiz.
We're taking turns.,Biz sıra ile yapıyoruz.
We're the Jacksons.,Biz Jackson'larız.
We're the same age.,Aynı yaştayız.
We're turning back.,Geri dönüyoruz.
We're under attack.,Saldırı altındayız.
We're unprejudiced.,Biz önyargısızız.
We're used to that.,Biz buna alışkınız.
We're very curious.,Çok meraklıyız.
We're very excited.,Biz çok heyecanlıyız.
We're very hopeful.,Biz çok ümitliyiz.
We're very pleased.,Biz çok memnunuz.
We're very serious.,Biz çok ciddiyiz.
We're very similar.,Birbirimize çok benziyoruz.
