input_text,target_text
The button came off.,Düğme koptu.
The captain is dead.,Kaptan öldü.
The car caught fire.,Araba alev aldı.
The car caught fire.,Araba yandı.
The car didn't move.,Araba kıpırdamadı.
The car didn't stop.,Araba durmadı.
The car gave a jolt.,Araba sarsıldı.
The car slowed down.,Araba yavaşladı.
The car won't start.,Araba çalışmayacak.
The case is complex.,Durum karmaşık.
The cat drinks milk.,Kedi süt içer.
The cat is adorable.,Kedi şirin.
The cat is not dead.,Kedi ölmedi.
The chair is broken.,Sandalye kırıldı.
The cheering ceased.,Tezahürat durdu.
The choice is yours.,Seçim size kalmış.
The choice is yours.,Sen bilirsin.
The class went wild.,Sınıf çıldırdı.
The clock is broken.,Saat bozuk.
The coal is burning.,Kömür yanıyor.
The coffee is great.,Kahve harikadır.
The cold is intense.,Soğuk şiddetli.
The computer is new.,Bilgisayar yeni.
The concert is over.,Konser bitti.
The cops fired back.,Polisler ateşle karşılık verdiler.
The crops need rain.,Ekinlerin yağmura ihtiyacı var.
The crowd applauded.,Kalabalık alkışladı.
The crowd was great.,Kalabalık büyüktü.
The crowd went wild.,Kalabalık çıldırdı.
The cup has a crack.,Bardakta bir çatlak var.
The customer agrees.,Müşteri kabul eder.
The damage was done.,Hasar yapıldı.
The demand is there.,Talep oradadır.
The dog ate my shoe.,Köpek ayakkabımı yedi.
The dog bit my hand.,Köpek elimi ısırdı.
The dog bit the man.,Köpek adamı ısırdı.
The dog followed me.,Köpek beni takip etti.
The dog is bleeding.,Köpek kan kaybediyor.
The dog is drooling.,Köpeğin salyası akıyor.
The dog is sleeping.,Köpek uyuyor.
The doghouse is new.,Köpek kulübesi yeni.
The dogs were happy.,Köpekler mutluydu.
The dogs were happy.,Köpekler mutlulardı.
The door is closing.,Kapı kapanıyor.
The door was locked.,Kapı kilitliydi.
The door was locked.,Kapı kilitlendi.
The door was opened.,Kapı açıktı.
The door won't open.,Kapı açılmaz.
The door's unlocked.,Kapı açık.
The drawer is empty.,Çekmece boş.
The drought is over.,Kuraklık bitti.
The drummer was Tom.,Davulcu Tom'du.
The eagle flew away.,Kartal uçtu.
The economy is good.,Ekonomi iyidir.
The effort paid off.,Çaba borcu kapattı.
The eggs are broken.,Yumurtalar kırılmış.
The end is in sight.,Son görünürde.
The engine gave out.,Motor tükendi.
The engine is noisy.,Motor gürültülüdür.
The file is corrupt.,Dosya bozuk.
The fire alarm rang.,Yangın alarmı çaldı.
The fish smells bad.,Balık kötü kokuyor.
The floor is uneven.,Zemin pürüzlüydü.
The food is spoiled.,Yemek bozulmuş.
The food was decent.,Yiyecek iyiydi.
The gamble paid off.,Kumar acısını çıkardı.
The game started OK.,Oyun iyi başladı.
The gang's all here.,Çetenin hepsi burada.
The garage is dusty.,Garaj tozlu.
The girl is jumping.,Kız atlıyor.
The girl looked ill.,Kız hasta görünüyor.
The glass is broken.,Bardak kırık.
The grapes are sour.,Üzümler ekşi.
The ground was cold.,Zemin soğuktu.
The group disbanded.,Grup dağıldı.
The heat is intense.,Isı yoğun.
The hinge is broken.,Menteşe kırılmış.
The hours ticked by.,Saatler acımasızca geçti.
The house is a mess.,Ev karışık.
The house is pretty.,Ev güzel.
The house is vacant.,Ev boştur.
The house was empty.,O ev boştu.
The idea is not bad.,Fikir fena değil.
The idea is not new.,Fikir yeni değil.
The idea was simple.,Fikir basitti.
The joint was empty.,Mağaza boştu.
The kids are asleep.,Çocuklar uyuyorlar.
The kids are in bed.,Çocuklar yatakta.
The kids were happy.,Çocuklar mutluydu.
The lake was frozen.,Göl dondu.
The law was changed.,Yasa değiştirildi.
The leaves blew off.,Yapraklar havaya uçtu.
The letter returned.,Mektup geri geldi.
The light faded out.,Işık kayboldu.
The light was green.,Işık yeşildi.
The lights went out.,Işıklar söndü.
The lights were off.,Işıklar kapalıydı.
The lights were out.,Işıklar dışarıdaydı.
The line is engaged.,Hat meşguldür.
The lion is roaring.,Aslan gürlüyor.
The lion is roaring.,Aslan kükrüyor.
The list is endless.,Liste sonsuzdur.
The lobby was empty.,Lobi boştu.
The man is starving.,Adam açlıktan ölüyor.
The man took my arm.,Adam kolumu tuttu.
The man was in rags.,Adam parçalanmış elbiseler içindeydi.
The meat tastes bad.,Etin tadı kötü.
The meeting is over.,Toplantı bitti.
The milk tasted bad.,Sütün tadı kötüydü.
The monkey got away.,Maymun uzaklaştı.
The moon is shining.,Ay parlıyor.
The motor overheats.,Motor aşırı ısınıyor.
The movie was awful.,Film korkunçtu.
The mystery deepens.,Gizemim derinleşiyor.
The new car is hers.,Yeni araba onun.
The news isn't good.,Haberler iyi değil.
The news leaked out.,Haber dışarı sızdırılmış.
The noise continued.,Gürültü devam etti.
The office is empty.,Ofis boş.
The outlook is grim.,Görünüm korkunçtur.
The pantry is empty.,Ofis boş.
The pantry is empty.,Kiler boş.
The pantry is empty.,Büfe boş.
The papers blew off.,Kağıtlar uçtu.
The party was awful.,Parti korkunçtu.
The party was great.,Parti harikaydı.
The party's back on.,Parti tekrar devrede.
The path was narrow.,Patika dardı.
The pay is terrible.,Ödeme çok kötü.
The people fear war.,İnsanlar savaştan korkuyor.
The picture is nice.,Resim güzel.
The pie's delicious.,Pasta lezzetli.
The pitcher was Tom.,Atıcı Tom'du.
The place is packed.,Yer tıka basa dolu.
The plan has failed.,Plan başarısız oldu.
The plan is working.,Plan işe yarıyor.
The plan won't work.,Plan işe yaramayacak.
The plane flew east.,Uçak doğuya uçtu.
The plant shut down.,Tesis kapandı.
The pleasure's mine.,Zevk bana ait.
The police are here.,Polisler burada.
The pond froze over.,Gölet dondu.
The price was right.,Fiyat adildi.
The prices are high.,Fiyatlar yüksek.
The problem is hers.,Sorun onun.
The problem is huge.,Sorun kocaman.
The question is how.,Soru nasıldır.
The question is who.,Soru kimdir.
The question is why.,Soru nedendir.
The radio is broken.,Radyo bozuktur.
The rain has let up.,Yağmur durdu.
The reason is clear.,Sebep açıktır.
The reason is clear.,Sebep açık.
The rivalry is real.,Rekabet gerçektir.
The river has risen.,Nehir yükseldi.
The road is blocked.,Yol tıkalı.
The romance is gone.,Romantizm gitmiş.
The roof is leaking.,Çatı sızdırıyor.
The roof is on fire.,Çatı yanıyor.
The room is too big.,Oda çok büyük.
The room was locked.,Oda kilitliydi.
The room was packed.,Oda tıka basa doluydu.
The room was silent.,Oda sessizdi.
The rules are clear.,Kurallar açık.
The rumors are true.,Söylentiler doğru.
The scar is healing.,Yara iyileşiyor.
The server was down.,Sunucu çöktü.
The service is fast.,Servis hızlı.
The ship is sinking.,Gemi batıyor.
The ship was at sea.,Gemi denizdeydi.
The shop was closed.,Dükkân kapalıydı.
The show must go on.,Gösteri devam etmeli.
The siren is broken.,Siren arızalı.
The sirens went off.,Sirenler kesildi.
The skies are clear.,Gökyüzü açıktır.
The sky is overcast.,Gökyüzü kapalı.
The sky turned dark.,Gökyüzü karardı.
The sky's the limit.,Gökyüzü sınırdır.
The smoke blew away.,Duman sürüklendi.
The snow has melted.,Kar eridi.
The snow is melting.,Kar eriyor.
The socks smell bad.,Çoraplar kötü kokuyor.
The sound died away.,Ses kesildi.
The spotlight is on.,Sahne ışığı açık.
The stakes are high.,Bahisler yüksek.
The store is closed.,Mağaza kapalı.
The storm continued.,Fırtına devam etti.
The story continues.,Hikaye devam ediyor.
The street is empty.,Sokak boş.
The street was dark.,Sokak karanlıktı.
The street was dark.,Cadde karanlıktı.
The study is biased.,Çalışma önyargılı.
The sun was setting.,Güneş batıyordu.
The sun was shining.,Güneş parlıyordu.
The task isn't done.,Görev tamamlanmadı.
The task isn't easy.,Görev kolay değil.
The tide had turned.,Gelgit dönmüştü.
The timing is right.,Zamanlama doğru.
The traffic was bad.,Trafik kötüydü.
The train is coming.,Tren geliyor.
The train just left.,Tren az önce ayrıldı.
The trees are green.,Ağaçlar yeşil.
The truck hit a car.,Kamyon bir arabaya çarptı.
The victory is ours.,Zafer bizimdir.
The view is amazing.,Manzara şaşırtıcı.
The walls look good.,Duvarlar iyi görünüyor.
The walls were bare.,Duvarlar çıplaktı.
The water is rising.,Su yükseliyor.
The water was murky.,Su bulanıktı.
The weather is good.,Hava güzel.
The website is down.,Web sayfası çökmüş durumda.
The wind has abated.,Rüzgar dindi.
The wind has abated.,Rüzgar hafifledi.
The wind is blowing.,Rüzgar esiyor.
The wind is howling.,Rüzgar uğultulu.
The window was open.,Pencere açıktı.
The work suited Tom.,İş Tom'a uydu.
The youth was quiet.,Gençlik sessizdi.
The zipper is stuck.,Fermuar sıkıştı.
Their answer is yes.,Onların cevabı evet.
Their money ran out.,Onların parası bitti.
Their wages went up.,Onların ücretleri yükseldi.
Therapy didn't work.,Terapi işe yaramadı.
There are no knives.,Hiç bıçak yok.
There are no limits.,Limit yok.
There are no losers.,Kaybedenler yok.
There are no spoons.,Hiç kaşık yok.
There are no towels.,Hiç havlu yok.
There are survivors.,Yaşayanlar var.
There comes the bus.,Otobüs geliyor.
There goes the bell.,"Oh, çan çalıyor."
There is a downside.,Bir dezavantaj var.
There is no message.,Mesaj yok.
There may be others.,Başkaları olabilir.
There must be a way.,Bir yolu olmalı.
There was a problem.,Bir sorun vardı.
There was a silence.,Bir sessizlik vardı.
There was a witness.,Bir görgü tanığı vardı.
There was no change.,Bir değişiklik yoktu.
There was no damage.,Hasar yoktu.
There was something.,Bir şey vardı.
There wasn't enough.,Yeterince yoktu.
There were no forks.,Hiç çatal yoktu.
There were problems.,Sorunlar vardı.
There were protests.,Protestolar vardı.
There were two left.,İki tane kalmıştı.
There'll be trouble.,Sorun olacak.
There's a book here.,Burada bir kitap var.
There's a cat there.,Orada bir kedi var.
There's a condition.,Bir durum var.
There's a footprint.,Bir ayak izi var.
There's a lot to do.,Yapılacak çok şey var.
There's always hope.,Her zaman umut var.
There's always time.,Her zaman zaman var.
There's another way.,Bir yol daha var.
There's no elevator.,Asansör yok.
There's no evidence.,Hiçbir kanıt yoktur.
There's no one here.,Burada kimse yok.
There's no one home.,Evde kimse yok.
There's no response.,Hiçbir cevap yok.
There's nobody else.,Başka kimse yok.
There's nobody here.,Burada kimse yok.
There's nobody home.,Evde kimse yok.
There's one problem.,Sorun yok.
There's plenty left.,Kalan pek çok şey var.
There's room inside.,İçeride yer var.
There's the problem.,Al sana problem.
There's your answer.,Cevabın var.
There's your friend.,Senin arkadaşın var.
These are bad times.,Bunlar kötü zamanlar.
These are beautiful.,Bunlar güzel.
These are expensive.,Bunlar pahalı.
These are my people.,Bunlar benim insanlarım.
These are not words.,Bunlar kelime değil.
These are our books.,Bunlar bizim kitaplarımız.
These are our desks.,Bunlar bizim masalarımız.
These are the names.,Bunlar isimler.
These are the rules.,Bunlar kurallar.
These are wonderful.,Bunlar harika.
These books are new.,Bu kitaplar yeni.
These books are old.,Bu kitaplar eski.
These boys are wild.,Bu çocuklar vahşi.
These cars are ours.,Bu arabalar bizimdir.
These must be yours.,Bunlar seninki olmalı.
These things happen.,Bu tür şeyler olur.
They agree with Tom.,Onlar Tom'la aynı fikirde.
They all look alike.,Onların hepsi benzer görünüyor.
They all need to go.,Onların hepsinin gitmesi gerekiyor.
They also need help.,Onların da yardıma ihtiyacı var.
They are Christians.,Onlar Hıristiyanlar.
They are all hungry.,Onların hepsi aç.
They are in the way.,Onlar ayak altındalar.
They are my cousins.,Onlar benim kuzenlerim.
They are my friends.,Onlar benim arkadaşlarım.
They are my sisters.,Onlar benim kız kardeşlerim.
They are my sisters.,Onlar benim bacılarım.
They are our guests.,Onlar bizim misafirlerimiz.
They are professors.,Onlar profesör.
They are unreliable.,Onlar güvenilmez.
They aren't all bad.,Onların hepsi kötü değil.
They aren't doctors.,Onlar doktor değil.
They aren't farmers.,Onlar çiftçi değil.
They aren't like us.,Onlar bizim gibi değil.
They aren't related.,Onlar akraba değil.
They asked for help.,Onlar yardım istedi.
They ate in silence.,Sessizlik içinde yediler.
They became nervous.,Onlar sinirlendiler.
They began chanting.,Onlar ilahi söylemeye başladı.
They believe in God.,Onlar Tanrı'ya inanırlar.
They believe in God.,Onlar Allah'a inanırlar.
They believed in me.,Bana inandılar.
They both look good.,Onların her ikisi de iyi görünüyor.
They both snickered.,Onların her ikisi de kıs kıs güldüler.
They brushed me off.,Onlar beni atlattı.
They came last week.,Onlar geçen hafta geldiler.
They can't be right.,Onlar haklı olamaz.
They can't fire you.,Onlar sizi kovamaz.
They can't get away.,Onlar kaçamazlar.
They can't hear you.,Seni duyamazlar.
They can't hurt you.,Onlar sana zarar veremez.
They can't stop him.,Onu durduramazlar.
They can't stop you.,Seni durduramazlar.
They can't touch me.,Onlar bana dokunamazlar.
They cannot stop it.,Onlar onu durduramaz.
They cannot stop me.,Onlar beni durduramaz.
They cannot stop us.,Onlar bizi durduramaz.
They carry firearms.,Onlar ateşli silahlar taşırlar.
They cheered loudly.,Onlar yüksek sesle teşvik etti.
They cheered loudly.,Onlar yüksek sesle tezahürat yaptı.
They demanded money.,Onlar para talep etti.
They deserve better.,Onlar daha iyisini hak ediyorlar.
They did a good job.,Onlar iyi bir iş yaptı.
They did not listen.,Onlar dinlemedi.
They didn't do much.,Onlar çok yapmadı.
They didn't do that.,Onlar onu yapmadı.
They didn't find it.,Onu bulmadılar.
They didn't fool us.,Onlar bizi kandırmadı.
They didn't give up.,Vazgeçmediler.
They didn't hurt me.,Onlar beni incitmediler.
They didn't know me.,Beni tanımıyorlardı.
They didn't say why.,Onlar sebebi söylemediler.
They didn't succeed.,Onlar başarılı olmadı.
They died in battle.,Onlar savaşta öldüler.
They died in battle.,Onlar çatışmada öldüler.
They died in battle.,Çatışmada öldüler.
They don't eat meat.,Onlar et yemez.
They don't hate you.,Onlar senden nefret etmiyorlar.
They don't have one.,Onların kimsesi yok.
They don't know yet.,Onlar henüz bilmiyorlar.
They don't like Tom.,Onlar Tom'u sevmezler.
They don't like you.,Onlar seni sevmiyorlar.
They don't scare me.,Onlar beni korkutmazlar.
They don't trust me.,Onlar bana güvenmiyorlar.
They don't want you.,Onlar seni istemiyorlar.
They drink too much.,Onlar çok fazla içer.
They each had three.,Onlardan her birinin üç tane vardı.
They froze to death.,Onlar donarak öldüler.
They glanced around.,Onlar etrafına bakındılar.
They had no success.,Onların başarısı yoktu.
They had three sons.,Üç tane oğulları vardı.
They handcuffed Tom.,Onlar Tom'u kelepçeledi.
They have a problem.,Bir sorunları var.
They have an agenda.,Onların bir gündemi var.
They have been busy.,Onlar meşguller.
They have few books.,Onların birkaç kitabı var.
They have no choice.,Onların seçeneği yok.
They have the horse.,Onların atı var.
"They helped me, too.",Onlar da bana yardım etti.
They hit the target.,Hedefe vurdular.
They just need love.,Onların sadece sevgiye ihtiyacı var.
They just need time.,Onların sadece zamana ihtiyacı var.
They just want jobs.,Onlar sadece işlerini istiyorlar.
They killed someone.,Onlar birini öldürdüler.
They know our plans.,Onlar planlarımızı biliyor.
They know something.,Onlar bir şey biliyorlar.
They know the truth.,Onlar gerçeği biliyor.
They know who he is.,Onun kim olduğunu biliyorlar.
They know your name.,Senin adını biliyorlar.
They know your name.,Senin ismini biliyorlar.
They laughed at Tom.,Onlar Tom'a güldü.
They laughed at him.,Onlar ona güldü.
They leave tomorrow.,Onlar yarın giderler.
They like attention.,Onlar ilgiyi seviyorlar.
They live next door.,Onlar bitişikte yaşarlar.
They lived in peace.,Onlar barış içinde yaşadı.
They look excellent.,Onlar mükemmel görünüyor.
They look exhausted.,Onlar yorgun görünüyorlar.
They look horrified.,Onlar dehşete kapılmış görünüyorlar.
They look surprised.,Onlar şaşırmış görünüyorlar.
They look very busy.,Çok meşgul görünüyorlar.
They looked so nice.,Çok güzel görünüyorlardı.
They lost their dog.,Onlar köpeklerini kaybetti.
They love that song.,Onlar o şarkıyı seviyorlar.
They love this song.,Onlar bu şarkıyı seviyorlar.
They made a promise.,Onlar bir söz verdi.
They made fun of me.,Onlar benimle alay ettiler.
They must be hungry.,Aç olmalılar.
They must be joking.,Onlar şaka ediyor olmalılar.
They must be losing.,Onlar kaybediyor olmalı.
They need customers.,Onların müşterilere ihtiyacı var.
They need investors.,Onların yatırımcılara ihtiyacı var.
They need more time.,Daha fazla zamana ihtiyaçları var.
They need new shoes.,Onların yeni ayakkabılara ihtiyacı var.
They need real help.,Onların gerçekten yardıma ihtiyaçları var.
They need the money.,Onların paraya ihtiyacı var.
They need your help.,Onların yardımına ihtiyacı var.
They needed privacy.,Onların gizliliğe ihtiyaçları vardı.
They overpowered me.,Onlar bana boyun eğdirdiler.
They parted company.,Onlar birbirlerinden ayrıldılar.
They questioned him.,Onlar onu sorguladılar.
They really did win.,Onlar gerçekten kazandılar.
They recognized Tom.,Onlar Tom'u tanıdılar.
They recognized you.,Onlar seni tanıdı.
They rented a house.,Onlar bir ev kiraladı.
They restrained Tom.,Onlar Tom'u dizginlediler.
They ruined my life.,Hayatımı mahvettiler.
They sang in chorus.,Onlar koro halinde şarkı söylediler.
They say Tom did it.,Onu Tom'un yaptığını söylüyorlar.
They say she's sick.,Onun hasta olduğunu söylüyorlar.
They seem surprised.,Onlar şaşırmış görünüyor.
They seem very busy.,Onlar çok meşgul görünüyorlar.
They seemed content.,Onlar memnun görünüyordu.
They sell furniture.,Onlar mobilya satar.
They sell us copper.,Onlar bize bakır satmaktadır.
They shared glances.,Onlar bakışları paylaştılar.
They should be fine.,Onlar iyi olmalı.
They should hire me.,Onların beni işe almaları gerekir.
They should know it.,Onlar onu biliyor olmalı.
They should sue Tom.,Onlar Tom'u dava etmeli.
They should sue you.,Onlar sana dava açmalı.
They started firing.,Onlar ateş etmeye başladılar.
They stayed friends.,Onlar arkadaş kaldılar.
They surrounded Tom.,Onlar Tom'un etrafını çevirdiler.
They talked quietly.,Onlar sessizce konuştular.
They understand now.,Onlar şimdi anlıyor.
They waited outside.,Onlar dışarıda beklediler.
They walked outside.,Onlar dışarıda yürüdüler.
They wanted a fight.,Onlar kavga istiyordu.
They went by subway.,Onlar metro ile gittiler.
They went to Boston.,Onlar Boston'a gitti.
They were after Tom.,Onlar Tom'un peşindeydi.
They were after you.,Onlar sizden sonraydı.
They were all happy.,Hepsi mutluydu.
They were all there.,Hepsi oradaydı.
They were depressed.,Onlar bunalımlıydı.
They were deserters.,Onlar asker kaçağıydı.
They were different.,Onlar farklıydı.
They were evacuated.,Onlar tahliye edilmişti.
They were good kids.,Onlar iyi çocuklardı.
They were pacifists.,Onlar barışseverdi.
They were satisfied.,Onlar memnundu.
They were surprised.,Onlar şaşırmıştı.
They were very busy.,Onlar çok meşguldüler.
They were very loud.,Onlar çok gürültülüydü.
They were very poor.,Onlar çok fakirdi.
They weren't afraid.,Onlar korkmadılar.
They weren't hungry.,Aç değildiler.
They won't allow it.,Onlar ona izin vermeyecekler.
They won't back off.,Onlar geri adım atmayacaklar.
They won't catch me.,Onlar beni yakalamayacaklar.
They won't eat meat.,Onlar et yemez.
They won't find Tom.,Onlar Tom'u bulmayacaklar.
They won't find her.,Onlar onu bulmayacak.
They won't find him.,Onlar onu bulmayacak.
They won't find you.,Onlar seni bulmayacaklar.
They won't help you.,Onlar sana yardım etmeyecekler.
They won't hurt you.,Onlar seni incitmeyecekler.
They won't need you.,Onların sana ihtiyacı olmayacak.
They work very hard.,Onlar çok fazla çalışır.
They'll all be fine.,Onların hepsi iyi olacak.
They'll be friendly.,Onlar cana yakın olacaklar.
They'll be grateful.,Onlar minnettar olacaklar.
They'll come for us.,Onlar bizim için gelecekler.
They'll get over it.,Bunu da atlatacaklar.
They'll go shopping.,Alışverişe gidecekler.
They'll work it out.,Onlar onu halledecek.
They're a good crew.,Onlar iyi bir ekip.
They're a good team.,Onlar iyi bir takım.
They're about to go.,Gitmek üzereler.
They're about to go.,Onlar gitmek üzereler.
They're all at risk.,Onların hepsi riskte.
They're all corrupt.,Onların hepsi yozlaşmış.
They're all excited.,Onların hepsi heyecanlı.
They're all serious.,Onların hepsi ciddi.
They're all special.,Hepsi birbirinden özel.
They're all special.,Hepsi de özel.
They're all thieves.,Onların hepsi hırsız.
They're all waiting.,Onların hepsi bekliyorlar.
They're almost done.,Onlar neredeyse yaptılar.
They're almost here.,Onlar neredeyse burada.
They're always good.,Onlar her zaman iyi.
They're aware of it.,Onlar bunun farkında.
They're coming back.,Onlar geri geliyorlar.
They're coming here.,Onlar buraya geliyorlar.
They're coming home.,Onlar eve geliyor.
They're defenseless.,Onlar savunmasızlar.
They're doing great.,Onlar harika yapıyor.
They're fixing that.,Onu düzeltiyorlar.
They're going crazy.,Onlar deliriyorlar.
They're good enough.,Onlar yeterince iyi.
They're good people.,Onlar iyi insanlar.
They're here for me.,Onlar benim için burada.
They're ignoring me.,Onlar beni görmezden geliyorlar.
They're ignoring us.,Bizi görmezden geliyorlar.
They're in the well.,Onlar iyi durumda.
They're inquisitive.,Onlar meraklılar.
They're inseparable.,Onlar birbirlerinden ayrılamazlar.
They're interesting.,Onlar ilginç.
They're kind of fun.,Onlar biraz eğlenceli.
They're like family.,Onlar aile gibiler.
They're lying to us.,Onlar bize yalan söylüyor.
They're mocking you.,Onlar seninle alay ediyor.
They're moving away.,Onlar taşınıyorlar.
They're moving fast.,Onlar hızlı hareket ediyorlar.
They're my favorite.,Onlar benim favorim.
They're never happy.,Onlar asla mutlu değil.
They're never there.,Onlar asla orada değil.
They're nice people.,Onlar güzel insanlar.
They're normal kids.,Onlar normal çocuklar.
They're not doctors.,Onlar doktor değil.
They're not excited.,Onlar heyecanlı değil.
They're not farmers.,Onlar çiftçi değil.
They're not illegal.,Onlar yasa dışı değil.
They're not like us.,Onlar bizim gibi değiller.
They're not looking.,Onlar bakmıyorlar.
They're not related.,Onlar akraba değil.
They're not similar.,Onlar benzer değil.
They're not talking.,Onlar konuşmuyorlar.
They're old friends.,Onlar eski dostlar.
They're our clients.,Onlar bizim müşterilerimiz.
They're our friends.,Onlar bizim arkadaşlarımız.
They're our leaders.,Onlar bizim liderlerimiz.
They're out of town.,Onlar şehir dışındalar.
They're paying rent.,Onlar kirayı ödüyor.
They're pretty good.,Onlar oldukça yeni.
They're pretty loud.,Onlar oldukça gürültülü.
They're pretty sick.,Onlar oldukça hasta.
They're proud of me.,Onlar benimle gurur duyuyor.
They're quite sharp.,Onlar oldukça keskin.
They're really cool.,Onlar gerçekten çok iyi.
They're really good.,Onlar gerçekten iyi.
They're really poor.,Onlar gerçekten fakir.
They're really ugly.,Onlar gerçekten çirkin.
They're still alive.,Onlar hâlâ hayatta.
They're still alive.,Hâlâ hayattalar.
They're still young.,Onlar hâlâ genç.
They're sympathetic.,Onlar sempatikler.
They're there alone.,Onlara orada yalnızlar.
They're unconscious.,Onlar bilinçsiz.
They're useless now.,Onlar şu anda işe yaramaz.
They're vegetarians.,Onlar vejetaryen.
They're very useful.,Onlar çok yararlı.
They're watching me.,Beni takip ediyorlar.
They've been caught.,Onlar yakalandı.
They've forgiven me.,Beni affettiler.
They've got friends.,Onların arkadaşları var.
They've located Tom.,Onlar Tom'u yerleştirdi.
They've released us.,Onlar bizi serbest bıraktılar.
Things are changing.,İşler değişiyor.
Things have changed.,İşler değişti.
Things will be fine.,İlişkiler iyi olacak.
Think about pay day.,Maaş gününü düşün.
Think hard about it.,Bu konuda çok düşünün.
Think nothing of it.,Lafını bile etme.
Think what you want.,İstediğini düşün.
This CD is my son's.,Bu CD oğlumunkidir.
This apple is sweet.,Bu elma tatlıdır.
This beef is tender.,Bu sığır eti yumuşak.
This beer is bitter.,Bu bira sert.
This belongs to Tom.,Bu Tom'a aittir.
This belongs to you.,Bu sana ait.
This better be good.,Bu iyi olursa daha iyi.
This bird can't fly.,Bu kuş uçamaz.
This book is boring.,Bu kitap sıkıcı.
This book is useful.,Bu kitap yararlı.
This book isn't bad.,Bu kitap fena değil.
This can is leaking.,Bu teneke kutu sızdırıyor.
This can't be eaten.,Bu yenilemez.
This can't be right.,Bu doğru olamaz.
This car runs great.,Bu araba harika çalışır.
This car sells well.,Bu araba iyi satıyor.
This cat is unlucky.,Bu kedi şanssız.
This chair is light.,Bu sandalye hafif.
This chair is yours.,Bu sandalye sizin.
This changes things.,Bu işleri değiştiriyor.
