input_text,target_text
I slept.,Ben uyudum.
I snore.,Horladım.
I stood.,Durdum.
I swore.,Ben yemin ettim.
I tried.,Denedim.
I waved.,El salladım.
I'll go.,Gideceğim.
I'm Tom.,Ben Tom'um.
I'm Tom.,Ben Tom.
I'm bad.,Ben kötüyüm.
I'm fat.,Ben şişmanım.
I'm fat.,Şişmanım.
I'm fit.,Ben formdayım.
I'm hit!,Vuruldum!
I'm hot.,Ben sıcaklıyorum.
I'm ill.,Hastayım.
I'm mad.,Ben çılgınım.
I'm new.,Ben yeniyim.
I'm old.,Ben yaşlıyım.
I'm sad.,Ben üzgünüm.
I'm shy.,Ben utangacım.
It's me!,Benim!
Keep it.,Onu sakla.
Kill it.,Öldür onu.
Kiss me.,Beni öp.
Lock it.,Onu kilitle.
Look up.,Yukarı bak.
"Me, too.",Ben de.
Open up.,Açın.
Pull it.,Onu çek.
Push it.,Onu ittir.
Quit it!,Kes şunu!
See you!,Görüşürüz.
See you.,Görüşürüz.
Show me.,Bana göster.
Shut up!,Kapa çeneni!
Skip it.,Unut gitsin.
Skip it.,Boş ver.
So long.,Şimdilik hoşça kal.
Stop it.,Kes şunu!
Take it.,Al senin olsun.
Tell me.,Söyle bana.
Tom ate.,Tom yemek yedi.
Tom ran.,Tom koştu.
Wait up.,Bekleyin.
Wake up!,Kalk!
Wake up!,Uyan!
Wash up.,Yıkayın.
We care.,Biz önemseriz.
We know.,Biliyoruz.
We lost.,Biz kaybettik.
Welcome.,Hoş geldin!
Who ate?,Kim yemek yedi?
Who ran?,Kim koştu?
Who won?,Kim kazandı?
Why not?,Neden olmasın?
You run.,Sen koşarsın.
You won.,Sen kazandın.
You won.,Kazandın.
Am I fat?,Kilolu muyum?
Ask them.,Onlara sor.
Back off!,Geri çekil!
Back off!,Vazgeç!
Be a man.,Adam ol.
Be brave.,Cesur ol.
Be brief.,Kısa kesin.
Be quiet.,Sessiz ol.
Be still.,Sakin ol!
Beats me.,Beni aşar.
Beats me.,Aklım ermez.
Buzz off.,Defol.
"Bye, Tom.","Hoşça kal, Tom."
Call Tom.,Tom'u ara.
Can I go?,Gidebilir miyim?
Cheer up!,Neşelen!
Cheer up.,Neşelen!
Cool off!,Sakin ol!
Don't go.,Gitme.
Drive on.,Sürmeye devam et.
Find Tom.,Tom'u bul.
Fix this.,Bunu düzelt.
Get away!,Defol.
Get down!,Yavaşla!
Get lost.,Defol.
Get real.,Gerçekçi ol.
Go ahead.,Devam et.
Go on in.,İçeri gir.
Grab Tom.,Tom'u alın.
Grab him.,Yakala onu.
Have fun.,Eğlenmenize bakın.
He spoke.,O konuştu.
He tried.,O denedi.
He tries.,O dener.
He's wet.,O ıslak.
Help Tom.,Tom'a yardım et.
Help him.,Ona yardım edin.
"Hi, guys.","Merhaba, millet."
How cute!,Ne kadar sevimli!
How deep?,Ne kadar derin?
How nice!,Ne kadar güzel!
Humor me.,Beni idare et.
Hurry up.,Acele et!
I agreed.,Ben katıldım.
I am old.,Ben eskiyim.
I burped.,Ben geğirdim.
I can go.,Ben gidebilirim.
I danced.,Dans ettim.
I did OK.,Fena değildi.
I did it.,Onu ben yaptım.
I failed.,Başarısız oldum.
I forgot.,Unuttum.
I gasped.,Nefes nefese kaldım.
I gasped.,Nefesim kesildi.
I get by.,Geçimimi kıt kanaat sağlıyorum.
I get it.,Anlıyorum.
I goofed.,Gaf yaptım.
I got it.,Anladım.
I helped.,Yardım ettim.
I jumped.,Atladım.
I looked.,Baktım.
I nodded.,Kafamı salladım.
I paused.,Duraksadım.
I prayed.,Dua ettim.
I refuse.,Reddediyorum.
I resign.,İstifa ediyorum.
I saw it.,Onu gördüm.
I shaved.,Tıraş oldum.
I smiled.,Ben gülümsedim.
I stayed.,Kaldım.
I talked.,Konuştum.
I use it.,Ben onu kullanırım.
I waited.,Ben bekledim.
I was OK.,İyiydim.
I winked.,Göz kırptım.
I yawned.,Esnedim.
I yawned.,Ben esnedim.
I'll pay.,Ödeyeceğim.
I'll pay.,Hesabı ben ödeyeceğim.
I'll pay.,Ben öderim.
I'll try.,Deneyeceğim.
I'll win.,Ben kazanacağım.
I'm a DJ.,Ben bir DJ'im.
I'm back.,Geri döndüm.
I'm bald.,Ben kelim.
I'm busy.,Meşgulüm.
I'm busy.,Ben meşgulüm.
I'm calm.,Ben sakinim.
I'm cool.,Ben sakinim.
I'm deaf.,Ben sağırım.
I'm done.,Bitirdim.
I'm easy.,Ben kolayım.
I'm fair.,Ben adilim.
I'm fast.,Ben hızlıyım.
I'm free!,Ben özgürüm!
I'm free.,Ben boşum.
I'm full.,Tokum.
I'm full.,Ben tokum!
I'm glad.,Ben memnunum.
I'm good.,Ben iyiyim.
I'm here.,Buradayım.
I'm high.,Ben sarhoşum.
I'm home.,Evdeyim.
I'm hurt.,Ben yaralıyım.
I'm last.,Ben sonuncuyum.
I'm late.,Ben geciktim.
I'm lazy.,Ben tembelim.
I'm mean.,Ben cimriyim.
I'm neat.,Ben temizim.
I'm next.,Bir sonraki benim.
I'm numb.,Ben uyuşmuşum.
I'm okay.,İyiyim.
I'm poor.,Ben fakirim.
I'm rich.,Ben zenginim.
I'm rich.,Zenginim.
I'm safe.,Ben güvendeyim.
I'm sick.,Hastayım.
I'm slow.,Ben yavaşım.
I'm sure.,Eminim.
I'm tall.,Ben uzun boyluyum.
I'm thin.,Ben zayıfım.
I'm tidy.,Ben düzenliyim.
I'm ugly.,Çirkinim.
I'm ugly.,Ben çirkinim.
I'm warm.,Ben sıcakladım.
I'm weak.,Ben güçsüzüm.
I'm well.,Ben iyiyim.
I'm wise.,Ben akıllıyım.
I've won.,Kazandım.
It helps.,Bu yardımcı olur.
It hurts.,O acıtıyor.
It's Tom.,O Tom.
It's fun.,O eğlenceli.
It's his.,Bu onunki.
It's new.,O yenidir.
It's new.,O yeni.
It's odd.,Bu garip.
It's old.,Bu eski.
It's red.,Bu kırmızı.
It's sad.,Bu üzücü.
Keep out!,Yaklaşmayın!
Keep out!,Yaklaşma!
Keep out.,Dışarıda durun.
Kiss Tom.,Tom'u öp.
Leave me.,Bırak beni.
Leave us.,Bizi bırak.
Let's go!,Gidelim!
Let's go!,Hadi gidelim!
Look out!,Dikkat et!
Marry me.,Evlen benimle.
Marry me.,Benimle evlen.
May I go?,Gidebilir miyim?
Save Tom.,Tom'u kurtar.
She came.,Geldi.
She came.,O geldi.
She lied.,Yalan söyledi.
She runs.,Koşuyor.
Sit down!,Otur!
Sit here.,Buraya otur.
Speak up!,Yüksek sesle konuş!
Stand by.,Yanında ol.
Stand up!,Ayağa kalk!
Stay put.,Kımıldama.
Stop Tom.,Tom'u durdur.
Take Tom.,Tom'u al.
Tell Tom.,Tom'a söyle.
They won.,Onlar kazandı.
Tom came.,Tom geldi.
Tom died.,Tom öldü.
Tom fell.,Tom düştü.
Tom fled.,Tom kaçtı.
Tom knew.,Tom bildi.
Tom left.,Tom gitti.
Tom lied.,Tom yalan söyledi.
Tom lies.,Tom yalan söylüyor.
Tom lies.,Tom yalan söyler.
Tom lost.,Tom kayboldu.
Tom paid.,Tom ödedi.
Tom quit.,Tom gitti.
Tom swam.,Tom yüzdü.
Tom wept.,Tom ağladı.
Tom's up.,Tom uyanık.
Too late.,Çok geç.
Touch it.,Ona dokun.
Try hard.,Elinden geldiğince çabala.
Try some.,Bir dene.
Warn Tom.,Tom'u uyar.
Watch me.,Beni izle.
Watch us.,Bizi izle.
Watch us.,Bizi izleyin.
We agree.,Biz aynı fikirdeyiz.
We agree.,Katılıyoruz.
We agree.,Aynı fikirdeyiz.
We tried.,Biz denedik.
We'll go.,Biz gideceğiz.
We're OK.,Biz iyiyiz.
What for?,Ne için?
What fun!,Ne eğlenceli!
Who am I?,Ben kimim?
Who came?,Kim geldi?
Who died?,Kim öldü?
Who fell?,Kim düştü?
Who paid?,Kim ödedi?
Who quit?,Kim terk etti?
Who quit?,Kim ayrıldı?
Who swam?,Kim yüzdü?
Who's he?,O kim?
Who's he?,O kimdir?
Write me.,Bana yaz.
Write me.,Yaz bana.
You lost.,Kaybettin.
After you.,Önce siz buyurun.
Aim. Fire!,Nişan al. Ateş!
Am I late?,Geç kaldım mı?
Answer me.,Bana cevap ver.
Be seated.,Oturun.
Birds fly.,Kuşlar uçar.
Birds fly.,Kuşlar uçarlar.
Bless you.,Çok yaşa!
Call home!,Evi ara!
Calm down!,Sakin ol artık!
Calm down.,Sakin ol.
Can I eat?,Yiyebilir miyim?
Can we go?,Gidebilir miyiz?
Catch Tom.,Tom'u yakala.
Catch him.,Onu yakalayın.
Chill out.,Sakin ol.
Come back.,Geri dön!
Come here.,Buraya gel!
Come here.,Buraya gel.
Come home.,Eve gel.
Come over.,Buraya gel.
Come soon.,Yakında gel.
Cool down.,Sakin ol.
Did I win?,Ben kazandım mı?
Do it now.,Onu şimdi yap.
Dogs bark.,Köpekler havlar.
Don't ask.,Sorma.
Don't cry.,Ağlama.
Don't die.,Ölme.
Don't run.,Koşma.
Excuse me.,Affedersiniz.
Fantastic!,Muhteşem!
Feel this.,Bunu hisset.
Follow me.,Beni izle.
Follow us.,Bizi izle.
Forget it!,Boşver!
Forget it.,Unut gitsin.
Forget me.,Beni unut.
Get a job.,Bir iş bul.
Get ready.,Hazırlan.
Go for it.,Onun için git.
Go get it.,Onu almaya git.
Go inside.,İçeriye git.
Go inside.,İçeri gir.
Go to bed.,Uyu.
Go to bed.,Yat.
Go to bed.,Yatağa git.
Good luck.,İyi şanslar.
Grab that.,Onu tut.
Grab this.,Bunu tut.
Hands off.,Ona dokunma.
Have some.,Biraz al.
He is ill.,"O, hasta."
He is old.,O yaşlıdır.
He shaved.,O tıraş oldu.
He smiled.,O gülümsedi.
He's a DJ.,O bir DJ'dir.
He's busy.,O meşgul.
He's good.,O iyi.
He's lazy.,O tembeldir.
He's sexy.,"O, seksidir."
He's tall.,O uzun boylu.
Here I am.,Ben buradayım.
Here's $5.,İşte 5 dolar.
Hold fire.,Ateş etme.
Hold this.,Bunu tut.
How awful!,Ne iğrenç!
How awful!,Ne kötü!
How awful!,Ne korkunç!
How is it?,Bu nasıl?
How weird!,Ne kadar tuhaf!
How's Tom?,Tom nasıl?
Humor Tom.,Tom'u eğlendir.
I am busy.,Meşgulüm.
I am busy.,Ben meşgulüm.
I am full.,Ben tokum.
I am full.,Doydum.
I am here.,Ben buradayım.
I am lost.,Kayboldum.
I am okay.,Ben iyiyim.
I am sick.,Ben hastayım.
I am sick.,Hastayım.
I am sure.,Eminim.
I am tall.,"Ben, uzun boyluyum."
I am tall.,"Ben, uzunum."
I am weak.,Ben güçsüzüm.
I approve.,Ben onaylıyorum.
I ate out.,Ben dışarıda yedim.
I beg you.,Yalvarırım.
I bit Tom.,Ben Tom'u ısırdım.
I blinked.,Ben göz kırptım.
I can fly.,Uçabilirim.
I can run.,Koşabilirim.
I can run.,Çalıştırabilirim.
I can ski.,Ben kayak yapabilirim.
I can win.,Ben kazanabilirim.
I changed.,Ben değiştim.
I cheated.,Ben aldattım.
I cheered.,Ben neşelendirdim.
I clapped.,Ben alkışladım.
I coughed.,Ben öksürdüm.
I cringed.,Ürktüm.
I cringed.,Korkuyla sindim.
I cringed.,Korkuyla geri çekildim.
I cringed.,İçim kıyıldı.
I do that.,Ben bunu yaparım.
I escaped.,Ben kaçtım.
I fainted.,Ben bayıldım.
I fear so.,Korkarım ki öyle.
I felt it.,Onu hissettim.
I frowned.,Ben kaşlarımı çattım.
I gave up.,İstifa ettim.
I get you.,Seni anlıyorum.
I giggled.,Ben kıkır kıkır güldüm.
I give in.,Yenilgiyi kabulleniyorum.
I give up.,Vazgeçerim.
I gloated.,Ben zevkle seyrettim.
I got cut.,Ben kesildim.
I got fat.,Ben şişmanladım.
I got hit.,Ben vuruldum.
I got hot.,Sıcakladım.
I got mad.,Delirdim.
I grinned.,Ben sırıttım.
I groaned.,Ben inledim.
I had fun.,Eğlendim.
I hate TV.,TV'den nefret ediyorum.
I hate it.,Ondan nefret ediyorum.
I hit Tom.,Tom'a vurdum.
I hope so.,Öyle olduğunu umuyorum.
I hope so.,Öyle umuyorum.
I hurried.,Ben acele ettim.
I knew it.,Onu biliyordum.
I laughed.,Güldüm.
I like it.,Onu seviyorum.
I lost it.,Onu kaybettim.
I love it!,Onu seviyorum!
I made it.,Bunu ben yaptım.
I may win.,Kazanabilirim.
I mean it.,Onu demek istiyorum.
I met Tom.,Tom'la tanıştım.
I met him.,Onunla karşılaştım.
I met him.,Onunla tanıştım.
I miss it.,Onu özlüyorum.
I need it.,Buna ihtiyacım var.
I noticed.,Fark ettim.
I prepaid.,Önceden peşin ödedim.
I promise.,Söz veriyorum.
I relaxed.,Ben rahatladım.
I retired.,Ben emekli oldum.
I said no.,Hayır dedim.
I said so.,Öyle söyledim.
I saw Tom.,Tom'u gördüm.
I saw him.,Onu gördüm.
I saw one.,Ben birini gördüm.
I saw you.,Seni gördüm.
I see Tom.,Tom'u görürüm.
I shouted.,Ben bağırdım.
I slipped.,Ben kaydım.
I sneezed.,Ben hapşırdım.
I stopped.,Ben durdum.
I sweated.,Ben terledim.
I took it.,Onu aldım.
I tripped.,Ben tribe girdim.
I want it.,Onu istiyorum.
I was fat.,Ben şişmandım.
I was ill.,Hastaydım.
I was mad.,Deliydim.
I was new.,Ben yeniydim.
I was out.,Dışarıdaydım.
I was sad.,Üzgündüm.
I was shy.,Ben utangaçtım.
I was wet.,Islaktım.
I will go.,Gideceğim.
I woke up.,Uyandım.
I'd agree.,Ben katılıyorum.
I'd do it.,Ben onu yapardım.
I'd leave.,Terk edeceğim.
I'll call.,Arayacağım.
I'll call.,Çağıracağım.
I'll come.,Geleceğim.
I'll cook.,Yemek pişireceğim.
I'll fail.,Başarısız olacağım.
I'll help.,Ben yardım edeceğim.
I'll live.,Ben yaşayacağım.
I'll live.,Yaşayacağım.
I'll lose.,Kaybedeceğim.
I'll obey.,İtaat edeceğim.
I'll pack.,Toplanacağım.
I'll pass.,Geçeceğim.
I'll quit.,İstifa edeceğim.
I'll sing.,Şarkı söyleyeceğim.
I'll stay.,Kalacağım.
I'll stop.,Durduracağım.
I'll swim.,Yüzeceğim.
I'll talk.,Konuşacağım.
I'll wait.,Bekleyeceğim.
I'll walk.,Yürüyeceğim.
I'm a CPA.,Ben bir CPA'yim.
I'm a cop.,Ben bir polisim.
I'm a fan.,Ben bir hayranım.
I'm a man.,Ben bir erkeğim.
I'm a pro.,Ben bir profesyonelim.
I'm alive.,Hayattayım.
I'm alone.,Yalnızım.
I'm angry.,Öfkeliyim.
I'm armed.,Silahlıyım.
I'm awake.,Uyanığım.
I'm awake.,Ben uyumuyorum.
I'm awake.,Ben uykuda değilim.
I'm blind.,Ben körüm.
I'm bored.,Sıkıldım.
I'm bored.,Canım sıkılıyor.
I'm bossy.,Ben buyurganım.
I'm brave.,Ben cesurum.
I'm broke.,Beş parasızım.
I'm broke.,Meteliğe kurşun atıyorum.
I'm clean.,Ben temizim.
I'm crazy.,Ben çılgınım.
I'm crazy.,Ben deliyim.
I'm cured.,Tedavi edildim.
I'm dizzy.,Başım dönüyor.
I'm early.,Erkenciyim.
I'm first.,Ben birinciyim.
I'm fussy.,Ben kılı kırk yaranım.
I'm happy.,Ben mutluyum.
I'm loved.,Ben seviliyorum.
I'm loyal.,Ben sadığım.
I'm lucky.,Ben şanslıyım.
I'm lying.,Ben yalan söylüyorum.
I'm naive.,Ben safım.
I'm naked.,Çıplağım.
I'm needy.,Ben muhtacım.
I'm obese.,Ben şişmanım.
I'm picky.,Ben seçiciyim.
I'm quiet.,Ben sessizim.
I'm ready.,Ben hazırım.
I'm right.,Haklıyım.
I'm scary.,Korkuyorum.
I'm sharp.,Keskinim.
I'm short.,Ben kısayım.
I'm silly.,Ben aptalım.
I'm small.,Ben küçüğüm.
I'm smart.,Ben zekiyim.
I'm sober.,Ben ağır başlıyım.
I'm sorry.,Özür dilerim.
I'm stuck.,Sıkıştım.
I'm tense.,Gerginim.
I'm timid.,Ben çekingenim.
I'm tipsy.,Ben içkiliyim.
I'm tired.,Ben yorgunum.
I'm tired.,Yoruldum.
I'm tired.,Yorgunum.
I'm tough.,Ben sert kimseyim.
I'm upset.,Ben üzgünüm.
I'm wrong.,Hatalıyım.
I'm young.,Ben gencim.
I'm yours.,Ben seninim.
I've lost.,Kayboldum.
Is Tom OK?,Tom iyi mi?
Is Tom in?,Tom içerde mi?
Is he Tom?,O Tom mu?
Is it bad?,Bu kötü mü?
Is it big?,Bu büyük mü?
Is it far?,O uzak mı?
Is it hot?,Sıcak mı?
Is it new?,Bu yeni mi?
Is it you?,O sen misin?
It burned.,O yandı.
It failed.,Bu başarısız oldu.
It snowed.,Kar yağdı.
It stinks.,Bu kötü kokuyor.
It was OK.,Tamamdı.
It worked.,O çalıştı.
It worked.,İşe yaradı.
It's 3:30.,Saat 3:30.
It's 7:45.,Saat 7.45.
It's 8:30.,Saat 8.30.
It's 9:15.,Saat 9.15.
It's a TV.,O bir TV'dir.
It's cold.,Hava soğuk.
It's cool.,Hava serin.
It's dark.,Hava karanlık.
It's dead.,O öldü.
It's done!,O bitti!
It's done.,O bitti!
It's easy.,Bu kolay.
It's easy.,O kolaydır.
It's evil.,O kötü.
It's fair.,O adil.
It's fine.,Bu iyi.
It's food.,"Bu, yiyecek."
It's free.,O ücretsizdir.
It's good.,İyidir.
It's hard.,Bu zor.
It's here.,O burada.
It's hers.,O onun.
It's huge.,O kocaman.
It's late.,Geç oldu.
It's lost.,Kayıp.
It's mine.,O benimki.
It's nice.,Hava güzeldir.
It's okay.,Sorun değil.
It's okay.,Canın sağolsun.
It's open.,O açık.
It's ours.,O bizim.
It's over.,Bu bitti.
It's sand.,O kum.
It's time.,Vakit geldi.
It's true!,Doğru!
It's true.,Evet.
It's true.,Bu doğru.
It's warm.,Hava sıcak.
It's work.,O iştir.
Jump down.,Aşağıya atla.
Just swim.,Sadece yüz.
Keep away.,Uzak dur.
Keep back.,Uzak dur.
Keep back.,Geri dur.
Keep calm.,Sakin ol.
Keep cool.,Sakin ol.
Keep down.,Engelleme.
Keep that.,Onu sakla.
Keep them.,Onları tut.
Keep this.,Bunu sakla.
Keep warm.,Sıcak tut.
Leave Tom.,Tom'u bırak.
Leave now.,Şimdi terk et.
Let it be.,Varsın öyle olsun.
Let it go.,Gitmesine izin verin.
Let me be.,Beni yalnız bırakın.
Let me go!,Gitmeme izin ver.
Let me go!,Bırak gideyim.
Let me go.,Bırak gideyim.
Let me in.,İçeri girmeme izin ver.
Let us in.,İçeri girmemize izin ver.
Let's ask.,Soralım.
Let's see.,Bir görelim.
Let's ski.,Kayak yapalım.
Let's try.,Deneyelim!
Let's try.,Bir deneyelim.
Let's try.,Hadi deneyelim.
Lie still.,Hareketsiz yat.
Listen up.,Beni dinle.
Look away.,Yüzünü yana çevir.
Look away.,Başka yere bak.
Look back!,Arkana bak!
Look back.,Arkana bak!
Look here.,Buraya bak.
Loosen it.,Vidayı gevşetin.
Loosen up.,Rahatla.
Loosen up.,Gevşe.
May I eat?,Yemek yiyebilir miyim?
Move over.,Kenara çekil!
Nice shot!,Güzel atış!
Of course!,Tabii ki!
Of course.,Elbette.
Oh please!,Oh lütfen!
Open fire!,Ateş serbest!
Pardon me?,Affedersiniz?
Please go.,Lütfen git.
Put it on.,Onu giy.
Read this.,Bunu oku.
"Say ""aah.""",Aah deyin.
Say hello.,Merhaba de.
Search me.,Nereden bileyim?
Search me.,Nereden bileyim ben?
Search me.,Ben nereden bileyim?
See above.,Yukarıya bakın.
See below.,Aşağıya bakın.
Seize him!,Yakala onu!
Seriously?,Sahi mi?
She cried.,O ağladı.
She tried.,O çabaladı.
She walks.,O yürür.
Sign this.,Bunu imzala.
Sit by me.,Yanıma otur.
Sit still.,Kıpırdamadan otur.
Sit tight.,Kımıldama.
Sit tight.,Otur oturduğun yerde.
Slow down!,Yavaşla!
Start now.,Şimdi başla.
Stay away.,Uzak dur.
Stay back.,Geride durun.
Stay cool.,Sakin olun.
Stay cool.,Sakin kal.
Stay down!,Yerde kal!
Stay down!,Eğil!
Stay here.,Burada kal!
Stay thin.,Zayıf kal.
Step back.,Geri adım at.
Step back.,Bir an durup düşün.
Step back.,Bir adım geri at.
Stop here.,Burada dur.
Stop that!,Kes şunu!
Stop that.,Durdur şunu.
Stop them.,Onları durdur.
Take care!,Kendine iyi bak!
Take mine.,Benimkini al.
Take over.,Yönetimi devral.
Take this.,Al bunu.
That's OK.,O iyi.
That's it.,Hepsi bu kadar.
That's me.,Benim.
Then what?,Sonra ne olacak?
Then what?,Ya sonra?
They fell.,Onlar düştü.
They left.,Onlar gitti.
They lied.,Onlar yalan söyledi.
They lost.,Onlar kaybetti.
They swam.,Yüzdüler.
Tom bowed.,Tom başıyla selamladı.
Tom cared.,Tom umursadı.
Tom cares.,Tom umursar.
Tom cried.,Tom ağladı.
Tom dozed.,Tom uyukladı.
Tom drove.,Tom araba sürdü.
Tom is OK.,Tom iyi.
Tom is in.,Tom içeride.
Tom is up.,Tom ayakta.
Tom knits.,Tom örgü örer.
Tom knows.,Tom biliyor.
Tom knows.,Tom bilir.
Tom knows.,Tom tanıyor.
Tom knows.,Tom tanır.
Tom moved.,Tom taşındı.
Tom rocks.,Tom rock yapar.
Tom spoke.,Tom konuştu.
Tom stood.,Tom ayakta durdu.
Tom swims.,Tom yüzüyor.
Tom swims.,Tom yüzer.
Tom swore.,Tom küfretti.
Tom tried.,Tom çalıştı.
Tom tries.,Tom çalışır.
Tom voted.,Tom oy verdi.
Tom walks.,Tom yürür.
Tom waved.,Tom el salladı.
Tom works.,Tom çalışır.
Tom'll go.,Tom gidecek.
Tom's fat.,Tom şişman.
Tom's fat.,Tom şişmandır.
Tom's mad.,Tom çılgın.
Tom's sad.,Tom üzgün.
Tom's shy.,Tom utangaç.
Trust Tom.,Tom'a güven.
Try again.,Tekrar dene.
Try it on.,Onu dene.
Turn left.,Sola dön.
Unlock it.,Onun kilidini aç.
Wait here.,Burada bekle.
Watch Tom.,Tom'u izle.
Way to go!,Bravo!
Way to go!,Tebrikler!
We agreed.,Biz uzlaştık.
We can go.,Gidebiliriz.
We did it.,Başardık.
We did it.,Biz onu yaptık.
We failed.,Biz başarısız olduk.
We forgot.,Biz unuttuk.
We saw it.,Onu gördük.
We smiled.,Biz gülümsedik.
We talked.,Konuştuk.
We waited.,Bekledik.
We'll see.,Göreceğiz.
We'll try.,Deneyeceğiz.
We'll win.,Biz kazanacağız.
We're hot.,Biz sıcağız.
We're sad.,Biz üzgünüz.
We're shy.,Biz utangacız.
We've won!,Biz kazandık!
Well done!,Aferin!
Well done.,Aferin.
What else?,Başka ne?
What else?,Başka?
What's on?,Ne oluyor?
What's up?,Ne var?
What's up?,Naber?
Who cares?,Kimin umurunda?
Who drove?,Kim sürdü?
Who is he?,O kim?
Who is he?,O kimdir?
Who is it?,O kim?
Who is it?,Kim o?
Who knows?,Kim bilir?
Who spoke?,Kim konuştu?
Who stood?,Kim ayakta durdu?
Who'll go?,Kim gidecek?
Who's Tom?,Tom kim?
Who's ill?,Kim hasta?
Who's she?,O kim?
Who's she?,O kimdir?
Wonderful!,Harika!
Write Tom.,Tom'a yaz.
You drive.,Sen sür.
You start.,Sen başla.
You stink.,Pis kokuyorsun.
You stink.,İğrenç kokuyorsun.
You tried.,Sen çabaladın.
You're OK.,Sen iyisin.
Aim higher.,Daha yükseği hedefle.
All aboard!,Aşağıda yolcu kalmasın!
All aboard!,Haydi binin!
All aboard!,Herkes gemiye!
Am I clear?,Ben açık mıyım?
Am I dying?,Ölüyor muyum?
Am I early?,Erken mi geldim?
Am I fired?,Ben kovuldum mu?
Am I first?,Ben birinci miyim?
Am I hired?,İşe alındım mı?
Am I right?,Ben haklı mıyım?
Am I wrong?,Yanılıyor muyum?
Answer Tom.,Tom'a cevap ver.
Are you 18?,18 yaşında mısın?
Are you OK?,İyi misin?
Are you in?,Evde misin?
Are you up?,Uyanık mısın?
Ask anyone.,Birine sor.
Ask around.,Çevrene sor.
Be content.,Hayatından memnun ol.
Be on time.,Zamanında gelin.
Be patient.,Sabırlı ol.
Be serious.,Ciddi ol.
Be serious.,Ciddi olun.
Birds sing.,Kuşlar şarkı söyler.
Bring food.,Yiyecek getir.
Bring help.,Yardım getir.
Bring wine.,Şarap getir.
Can I come?,Gelebilir miyim?
Can I help?,Yardım edebilir miyim?
Can I sing?,Şarkı söyleyebilir miyim?
Can I stay?,Kalabilir miyim?
Carry this.,Bunu taşıyın.
Check that.,Onu kontrol et.
Check this.,Bunu kontrol et.
Choose one.,Birini seçin.
Come again.,Tekrar gel.
Come alone.,Yalnız gel.
Come along.,Bizimle gel.
Come early.,Erken gel.
Come on in.,İçeri gel.
Come quick!,Çabuk gelin.
Come to me.,Bana gel.
Come to us.,Bize gel.
Cut it out!,Kes artık!
Cut it out!,Uzatma artık!
Cut it out.,Kes şunu!
Deal me in.,Benimle ticaret yap.
Definitely!,Kesinlikle!
Destroy it.,Onu yok et.
Did Tom go?,Tom gitti mi?
Did we win?,Kazandık mı?
Do I stink?,Kötü kokuyor muyum?
