input_text,target_text
Can anyone comment?,Herhangi biri yorum yapabilir mi?
Can anyone hear me?,Herkes beni duyabiliyor mu?
Can anyone help me?,Biri bana yardım edebilir mi?
Can he do this job?,O bu işi yapabilir mi?
Can it be repaired?,O tamir edilebilir mi?
Can it be replaced?,Bu değiştirilebilir mi?
Can it happen here?,O burada olabilir mi?
Can they do better?,Onlar daha iyi yapabilir mi?
Can we afford that?,Onu göze alabilir miyiz?
Can we afford this?,Buna gücümüz yeter mi?
Can we afford this?,Bunu göze alabilir miyiz?
Can we do it again?,Onu tekrar yapabilir miyiz?
Can we do that now?,Onu şimdi yapabilir miyiz?
Can we get started?,Başlayabilir miyiz?
Can we go back now?,Şimdi geri gidebilir miyiz?
Can we go home now?,Şimdi eve gidebilir miyiz?
Can we go upstairs?,Yukarı gidebilir miyiz?
Can we go upstairs?,Üst kata çıkabilir miyiz?
Can we have a talk?,Konuşabilir miyiz?
Can we have it now?,Onu şimdi alabilir miyiz?
Can we rely on Tom?,Tom'a güvenebilir miyiz.
Can we see Tom now?,Tom'u şimdi görebilir miyiz?
Can we speed it up?,Onu hızlandırabilir miyiz?
Can we talk inside?,İçeride konuşabilir miyiz?
Can we talk to Tom?,Tom'la konuşabilir miyiz?
Can we talk to Tom?,Tom ile konuşabilir miyiz?
Can we talk to you?,Seninle konuşabilir miyiz?
Can you and I talk?,Sen ve ben konuşabilir miyiz?
Can you arrange it?,Onu düzenleyebilir misin?
Can you believe it?,Ona inanabiliyor musun?
Can you blame them?,Onları suçlayabiliyor musun?
Can you call ahead?,Önceden arayabilir misin?
Can you come early?,Erken gelebilir misin?
Can you deliver it?,Bunu teslim edebilir misin?
"Can you do it, Tom?","Onu yapabilir misin, Tom?"
Can you fix my car?,Arabamı onarabilir misin?
Can you forgive me?,Beni affeder misiniz?
Can you forgive us?,Bizi affedebilir misin?
Can you go with us?,Bizimle birlikte gidebilir misin?
Can you keep quiet?,Sessiz kalabilir misin?
Can you look at me?,Bana bakar mısın?
Can you pick it up?,Onu alabilir misin?
Can you pick me up?,Beni alabilir misin?
Can you picture it?,Onu hayal edebiliyor musun?
Can you prevent it?,Onu önleyebilir misin?
Can you prevent it?,Onu engelleyebilir misin?
Can you protect me?,Beni koruyabilir misin?
Can you protect us?,Bizi koruyabilir misin?
Can you prove that?,Bunu ispatlayabilir misin?
Can you see anyone?,Herhangi birini görebiliyor musun?
Can you smell that?,Onu koklayabilir misin?
Can you still swim?,Hâlâ yüzebiliyor musun?
Can you still walk?,Hâlâ yürüyebiliyor musun?
Can you support me?,Bana destek olur musun?
Can you support me?,Beni destekler misin?
Can you trust them?,Onlara güvenebilir misin?
Can you understand?,Anlayabiliyor musun?
Can you wait a bit?,Biraz bekler misin?
Can't you see that?,Onu göremiyor musun?
Can't you sense it?,Bunu hissedemiyor musun?
Can't you stop Tom?,Tom'u durduramaz mısın?
Caption this photo.,Bu fotoğrafa alt yazı koy.
Cars are expensive.,Arabalar pahalı.
Cars are necessary.,Arabalar gereklidir.
Cars pollute a lot.,Arabalar çok kirletir.
Cats are not human.,Kediler insan değildir.
Caution is advised.,Dikkat tavsiye edilir.
Change is possible.,Değişim mümkündür.
Change the subject.,Konuyu değiştir.
Check the calendar.,Takvimi kontrol et.
Check this one out.,Bunu kontrol et.
Check your pockets.,Ceplerini kontrol et.
Chen is not Korean.,Chen Koreli değil.
Children are dying.,Çocuklar ölüyor.
Children like cake.,Çocuklar pastayı sever.
Children love cake.,Çocuklar pasta seviyor.
Children need love.,Çocukların sevgiye ihtiyacı var.
Choose to be happy.,Mutlu olmayı seç.
Choose your weapon.,Silahını seç.
Clean up that mess.,O pisliği temizleyin.
Clean up this mess.,Bu pisliği temizle.
Clean up your room.,Odanı temizle.
Close the shutters.,Kepenkleri kapat.
"Cold water, please.","Soğuk su, lütfen."
Come along with me.,Benimle birlikte gel.
Come along with us.,Bizimle birlikte gel.
Come and sit by me.,Gel ve yanıma otur.
Come back tomorrow.,Yarın geri gel.
Come here a second.,Bir saniye gel buraya!
Come here and help.,Buraya gel ve yardım et.
"Come in, it's open.","Kapı açık, içeri gir."
Come into the room.,Odaya gel.
Come near the fire.,Ateşin yanına gel.
"Come on, follow me.","Hadi, beni izle."
"Come on, it's easy.","Hadi, bu kolay."
"Come on, try again.","Hadi, tekrar deneyin."
Come over any time.,Her zaman uğra.
Come party with us.,Bizimle birlikte partiye gel.
Come visit us soon.,Yakında bizi ziyaret etmeye gel.
Consider it a gift.,Bunu bir hediye olarak düşünün.
Consider the facts.,Gerçekleri göz önünde bulundurun.
Control yourselves.,Kendinizi kontrol edin.
Could I have a sip?,Bir yudum alabilir miyim?
Could Tom be wrong?,Tom hatalı olabilir mi?
Could this be love?,Bu aşk olabilir mi?
Could we leave now?,Şimdi gidebilir miyiz?
Could we order now?,Şimdi sipariş edebilir miyiz?
Could you call Tom?,Tom'u arar mısınız?
Could you use this?,Bunu kullanabilir misiniz?
Count up to thirty.,Otuza kadar say.
Crime does not pay.,Suçlu önünde sonunda yakalanır.
Crime does not pay.,Suçlu er geç yakayı ele verir.
Cross your fingers.,Şans dile.
Cut Tom some slack.,Tom'a biraz müsamaha göster.
Cut back on sweets.,Şekerlemeyi azalt.
Cut down that tree.,O ağacı kes.
Deal with it later.,Onunla daha sonra uğraş.
Describe Tom to me.,Tom'u bana tanımla.
Did I frigthen you?,Seni korkuttum mu?
Did I get it right?,Onu doğru anladım mı?
Did I just do that?,Ben sadece bunu mu yaptım?
Did I mention that?,Ondan bahsettim mi?
Did I say it wrong?,Onu yanlış mı söyledim?
Did I say too much?,Çok fazla söyledim mi?
Did I surprise you?,Seni şaşırttım mı?
Did Tom believe it?,Tom buna inandı mı?
Did Tom bribe Mary?,Tom Mary'ye rüşvet verdi mi?
Did Tom cause this?,Buna Tom mu sebep oldu?
Did Tom eat dinner?,Tom akşam yemeği yedi mi?
Did Tom have a gun?,Tom'un bir silahı var mıydı?
Did Tom just leave?,Tom az önce gitti mi?
Did Tom look angry?,Tom kızgın görünüyor muydu?
Did Tom look upset?,Tom üzgün görünüyor muydu?
Did Tom mention me?,Tom benden söz etti mi?
Did Tom really win?,Tom gerçekten kazandı mı?
Did Tom say thanks?,Tom teşekkür etti mi?
Did Tom seem happy?,Tom mutlu görünüyor muydu?
Did Tom seem upset?,Tom üzgün görünüyor muydu?
Did Tom sleep well?,Tom iyi uyudu mu?
Did Tom work there?,Tom orada çalıştı mı?
Did anyone call me?,Beni arayan oldu mu?
Did anyone call me?,Biri beni aradı mı?
Did anyone hear me?,Biri beni duydu mu?
Did anyone miss me?,Kimse beni özledi mi?
Did everyone agree?,Herkes kabul etti mi?
Did she sleep well?,O iyi uyudu mu?
Did they live here?,Onlar burada yaşadılar mı?
Did we wake you up?,Seni uyandırdık mı?
Did you arrest Tom?,Tom'u tutukladın mı?
Did you break that?,Onu kırdın mı?
Did you bring them?,Onları getirdin mi?
Did you catch them?,Onları yakaladın mı?
Did you check this?,Bunu kontrol ettin mi?
Did you enjoy that?,Ondan hoşlandın mı?
Did you feel happy?,Sen mutlu hissettin mi?
Did you get a beer?,Bir bira içtin mi?
Did you get robbed?,Soyuldun mu?
Did you have plans?,Planların var mıydı?
Did you invite Tom?,Tom'u davet ettin mi?
Did you invite him?,Onu davet ettin mi?
Did you kidnap Tom?,Tom'u kaçırdın mı?
Did you lie to Tom?,Tom'a yalan söyledin mi?
Did you murder Tom?,Tom'u öldürdün mü?
Did you notify Tom?,Tom'a bildirdin mi?
Did you order this?,Bunu sipariş ettin mi?
Did you paint this?,Bunu boyadın mı?
Did you poison Tom?,Tom'u zehirledin mi?
Did you see anyone?,Kimseyi gördün mü?
Did you sleep here?,Burada uyudun mu?
Did you sleep here?,Burada mı uyudun?
Did you sleep well?,İyi uyudun mu?
Did you steal this?,Bunu çaldın mı?
Did you write that?,Onu yazdın mı?
Didn't he go there?,Oraya gitmedin mi?
Didn't you do that?,Bunu sen yapmadın mı?
Didn't you get one?,Bir tane almadın mı?
Didn't you hear me?,Beni duymadın mı?
Didn't you miss it?,Onu özlemedin mi?
Didn't you miss me?,Beni özlemedin mi?
Dinner was awesome.,Akşam yemeği harikaydı.
Divide and conquer.,Böl ve fethet.
Do I have a choice?,Bir seçeneğim var mı?
Do I have to study?,Çalışmak zorunda mıyım?
Do I look like Tom?,Tom'a benziyor muyum?
Do I look paranoid?,Paranoyak görünüyor muyum?
Do I need a lawyer?,Bir avukata ihtiyacım var mı?
Do I need a reason?,Bir nedene ihtiyacım var mı?
Do I need dentures?,Protezlere ihtiyacım var mı?
Do I need stitches?,Dikişlere ihtiyacım var mı?
Do I need to go on?,Devam etmem gerekiyor mu?
Do I need to hurry?,Acele etmeme gerek var mı?
Do I owe you money?,Sana para borçlu muyum?
Do I smell cookies?,Kurabiye kokusu alıyor muyum?
Do I smell cookies?,Kurabiye kokusu mu alıyorum?
Do I sound in love?,Âşık gibi görünüyor muyum?
Do as he tells you.,Sana dediği gibi yap.
Do come if you can!,"Gelebiliyorsan, gel!"
Do it by all means.,Her ne şekilde olursa olsun onu yap.
Do it your own way.,Onu kendi tarzınla yap.
"Do like I said, OK?","Söylediğim gibi yap, tamam mı?"
Do like I tell you.,Sana söylediğim gibi yap.
Do not disturb her.,Onu rahatsız etmeyin.
Do they have money?,Onların parası var mı?
Do they sell books?,Onlar kitap satıyor mu?
Do they suspect me?,Onlar benden şüpheleniyor mu?
Do watch your step.,Adımına dikkat et.
Do we have to wait?,Beklemek zorunda mıyız?
Do what I tell you.,Sana söylediğim şeyi yap.
Do you accept Visa?,VISA kabul ediyor musunuz?
Do you accept tips?,İpuçları kabul ediyor musun?
Do you believe Tom?,Tom'a inanıyor musunuz?
Do you believe him?,Ona inanıyor musun?
Do you belong here?,Buraya mı aitsin?
Do you eat octopus?,Ahtapot yer misin?
Do you feel better?,Daha iyi hissediyor musun?
Do you feel guilty?,Suçlu hissediyor musun?
Do you feel guilty?,Kendini suçlu mu hissediyorsun?
Do you feel hungry?,Aç mısın?
Do you hate me yet?,Şimdi benden nefret ediyor musun?
Do you have a band?,Bir grubun var mı?
Do you have a bike?,Bisikletin var mı?
Do you have a bike?,Bisikletiniz var mı?
Do you have a blog?,Blog'un var mı?
Do you have a boat?,Bir teknen var mı?
Do you have a book?,Kitabın var mı?
Do you have a book?,Bir kitabın var mı?
Do you have a coin?,Bozuk paran var mı?
Do you have a comb?,Tarağın var mı?
Do you have a plan?,Bir planın var mı?
Do you have a wife?,Karın var mı?
Do you have any ID?,Kimliğin var mı?
Do you have apples?,Elmaların var mı?
Do you have change?,Bozuk paran var mı?
Do you have doubts?,Şüphelerin mi var?
Do you have enough?,Yeterince sahip misin?
Do you have it yet?,Henüz ona sahip misin?
Do you hear voices?,Sesler duyuyor musun?
Do you know French?,Fransızca biliyor musun?
Do you know kabuki?,Kabukiyi biliyor musunuz?
Do you know my son?,Oğlumu tanıyor musun?
Do you like Boston?,Boston'u seviyor musun?
Do you like French?,Fransızcayı seviyor musun?
Do you like Moscow?,Moskova'yı sever misin?
Do you like Mozart?,Mozart'ı sever misin?
Do you like Wagner?,Wagner'i sever misin?
Do you like apples?,Elma sever misiniz?
Do you like cheese?,Peynir sever misin?
Do you like cities?,Şehirleri sever misin?
Do you like coffee?,Kahveden hoşlanır mısın?
Do you like flying?,Uçmayı sever misin?
Do you like hiking?,Yürüyüşü sever misin?
Do you like horses?,Atları sever misin?
Do you like movies?,Filmleri sever misiniz?
Do you like robots?,Robotları sever misin?
Do you like salmon?,Somon sever misin?
Do you like school?,Okulu seviyor musun?
Do you like soccer?,Futbol sever misin?
Do you like sports?,Spor sever misiniz?
Do you like summer?,Yazı sever misin?
Do you like tennis?,Tenisi seviyor musun?
Do you like to run?,Koşmayı sever misin?
Do you live nearby?,Yakında mı yaşıyorsun?
Do you miss Boston?,Boston'u özlüyor musun?
Do you need a coat?,Bir cekete ihtiyacın var mı?
Do you need a hand?,Yardıma ihtiyacın var mı?
Do you need a lift?,Bir asansöre ihtiyacın var mı?
Do you need a lift?,Arabaya ihtiyacın var mı?
Do you need a ride?,Arabayla gezmeye ihtiyacınız var mı?
Do you need it now?,Ona şimdi ihtiyacın var mı?
Do you play soccer?,Futbol oynar mısın?
Do you play squash?,Squash oynar mısın?
Do you play tennis?,Tenis oynar mısın?
Do you really know?,Gerçekten biliyor musun?
Do you remember it?,Onu hatırlıyor musun?
Do you remember me?,Beni hatırlıyor musun?
Do you remember me?,Beni hatırlıyor musunuz?
Do you remember us?,Bizi hatırlıyor musun?
Do you remember us?,Bizi hatırlıyor musunuz?
Do you rent or own?,Kiralıyor musun yoksa alıyor musun?
Do you see anybody?,Herhangi birini görüyor musun?
Do you sell stamps?,Pul satıyor musunuz?
Do you smell smoke?,Duman kokusu alıyor musun?
Do you speak Latin?,Latince konuşur musun?
Do you still dance?,Hâlâ dans ediyor musun?
Do you travel much?,Çok seyahat eder misin?
Do you want a beer?,Bir bira ister misin?
Do you want a bite?,Bir lokma ister misim?
Do you want a hand?,Yardım istiyor musun?
Do you want a list?,Bir liste ister misin?
Do you want a pony?,Bir midilli ister misin?
Do you want a ride?,Bir gezinti ister misin?
Do you want a soda?,Bir soda istiyor musunuz?
Do you want a trim?,Traş ister misin?
Do you want coffee?,Kahve ister misin?
