input_text,target_text
Do you feel happy?,Mutlu musun?
Do you feel lucky?,Kendini şanslı hissediyor musun?
Do you feel tired?,Yorgun mu hissediyorsun?
Do you guys smoke?,Siz sigara içiyor musunuz?
Do you have a bag?,Bir çantan var mı?
Do you have a car?,Bir araban var mı?
Do you have a cat?,Bir kedin var mı?
Do you have a dog?,Bir köpeğin var mı?
Do you have a gun?,Silahın var mı?
Do you have a job?,Bir işin var mı?
Do you have a map?,Bir haritan var mı?
Do you have a pen?,Bir kalemin var mı?
Do you have a pet?,Bir evcil hayvanın var mı?
Do you have a sec?,Bir saniyeniz var mı?
Do you have a son?,Oğlun var mı?
Do you have money?,Paran var mı?
Do you have paper?,Kağıdın var mı?
Do you have proof?,Kanıtın var mı?
Do you have to go?,Gitmek zorunda mısın?
Do you know Latin?,Latince biliyor musunuz?
Do you know where?,Nerede olduğunu biliyor musun?
Do you like China?,Çin'i seviyor musun?
Do you like grits?,İrmik sever misin?
Do you like juice?,Meyve suyu sever misin?
Do you like liver?,Karaciğer sever misin?
Do you like music?,Müzik sever misin?
Do you like opera?,Operayı sever misin?
Do you like pears?,Armut sever misin?
Do you like pizza?,Pizza sever misiniz?
Do you like rugby?,Ragbi sever misin?
Do you like sushi?,Suşi sever misiniz?
Do you like these?,Bunları seviyor musun?
Do you like trips?,Gezileri sever misin?
Do you like women?,Kadınları sever misin?
Do you live alone?,Yalnız mı yaşıyorsun?
Do you live there?,Orada mı yaşıyorsun?
Do you love music?,Müzik seviyor musunuz?
Do you love music?,Müzik sever misin?
Do you mean to go?,Gitmek ister misin?
Do you need a bag?,Bir çantaya ihtiyacın var mı?
Do you need a bag?,Bir çantaya ihtiyacınız var mı?
Do you need a bag?,Çanta lazım mı?
Do you need a bag?,Poşet lazım mı?
Do you need a car?,Bir arabaya ihtiyacın var mı?
Do you need a hug?,Bir sarılmaya ihtiyacın var mı?
Do you need money?,Paraya ihtiyacın var mı?
Do you need money?,Paraya ihtiyacınız var mı?
Do you need to go?,Gitmen gerekir mi?
Do you own a boat?,Tekneniz var mı?
Do you play chess?,Satranç oynar mısın?
Do you see a rose?,Bir gül görüyor musun?
Do you see a star?,Bir yıldız görüyor musun?
Do you see my pen?,Dolma kalemimi görüyor musun?
Do you sell fruit?,Meyve satıyor musun?
Do you smell that?,Kokuyu alıyor musun?
Do you still care?,Hâlâ önemsiyor musun?
Do you still swim?,Hâlâ yüzüyor musun?
Do you swim often?,Sık sık yüzer misin?
Do you understand?,Anlıyor musun?
Do you understand?,Anlıyor musunuz?
Do you wanna talk?,Konuşmak istiyor musun?
Do you want a bag?,Bir çanta istiyor musunuz?
Do you want a cab?,Bir taksi istiyor musun?
Do you want a car?,Bir araba istiyor musunuz?
Do you want a hug?,Sarılmak ister misin?
Do you want a job?,Bir iş istiyor musunuz?
Do you want bread?,Ekmek istiyor musun?
Do you want money?,Para istiyor musunuz?
Do you want proof?,Kanıt istiyor musun?
Do you want sugar?,Şeker istiyor musunuz?
Do you want these?,Bunları istiyor musun?
Do you want to go?,Gitmek ister misin?
Do you want to go?,Gitmek istiyor musun?
Do you wish to go?,Gitmek istiyor musun?
Do you work alone?,Yalnız mı çalışıyorsun?
"Do your best, Tom.","Elinizden geleni yapın, Tom."
Do your own thing.,Kendi işini yap.
Do your very best.,En iyisini yapın.
Does Tom disagree?,Tom aynı fikirde değil mi?
Does Tom eat eggs?,Tom yumurta yer mi?
Does Tom eat fish?,Tom balık yer mi?
Does Tom eat meat?,Tom et yiyor mu?
Does Tom enjoy it?,Tom bundan zevk alıyor mu?
Does Tom have one?,Tom'un bir tane var mı?
Does Tom know why?,Tom nedenini biliyor mu?
Does Tom know yet?,Tom henüz biliyor mu?
Does Tom like tea?,Tom çay sever mi?
Does Tom like you?,Tom senden hoşlanıyor mu?
Does anybody care?,Kimsenin umurunda mı?
Does anybody care?,Herhangi birinin umurunda mı?
Does he come here?,O buraya gelir mi?
Does he come here?,Buraya geliyor mu?
Does he live here?,O burada mı yaşıyor?
Does it hurt here?,Burası ağrıyor mu?
Does it hurt here?,Burada ağrı var mı?
Does it hurt much?,Çok acıyor mu?
Does it snow here?,Burada kar yağar mı?
Does it upset you?,O seni üzüyor mu?
Does she know you?,O seni biliyor mu?
Does this look OK?,Bu iyi görünüyor mu?
Does truth matter?,Gerçek önemli mi?
Dogs are faithful.,Köpekler sadıktır.
Don't I get a hug?,Sarılmaz mıyım?
Don't answer that.,Buna cevap verme.
Don't ask me that.,Bana onu sorma.
Don't be a coward.,Korkak olma.
Don't be a victim.,Bir mağdur olmayın.
Don't be an idiot.,Aptal olmayın.
Don't be careless.,Dikkatsiz olma.
Don't be childish.,Çocuksu olma.
Don't be deceived.,Aldatılma.
Don't be insolent.,Küstahlaşma.
Don't be insulted.,Üstüne alınma.
Don't be like Tom.,Tom gibi olma.
Don't be paranoid.,Paranoyak olmayın.
Don't be pathetic.,Can sıkıcı olmayın.
Don't be provoked.,Tahrik etme.
Don't be so angry.,O kadar kızgın olmayın.
Don't be so crass.,Bu kadar kaba olmayın.
Don't be so hasty.,Bu kadar aceleci olmayın.
Don't be so naive.,Bu kadar saf olmayın.
Don't be so petty.,Çok ehemmiyetsiz olma.
Don't be so picky.,Çok seçici olma.
Don't be so pushy.,O kadar saldırgan olma.
Don't be so silly.,Bu kadar aptal olmayın.
Don't be so tense.,Bu kadar gergin olma.
Don't be too long.,Çok uzun süre olma.
Don't be too sure.,Çok emin olma.
Don't believe Tom.,Tom'a inanma.
Don't believe him.,Ona inanma!
Don't believe him.,Ona inanmayın.
Don't bet on that.,Ona bahse girme.
Don't call anyone.,Kimseyi arama.
Don't count on it.,Ona güvenme.
Don't cut in line.,Kuyruğa kaynak yapma.
Don't deceive Tom.,Tom'u kandırma.
Don't deceive him.,Onu kandırmayın.
Don't distract me.,Beni rahatsız etme.
Don't disturb Tom.,Tom'u rahatsız etmeyin.
Don't do anything.,Bir şey yapma.
Don't do it again.,Onu tekrar yapma.
Don't do that now.,Şimdi onu yapmayın.
Don't do that yet.,Henüz bunu yapma.
"Don't do that, OK?","Onu yapma, tamam mı?"
Don't eat so fast.,Çok hızlı yeme.
Don't even try it.,Hatta onu deneme.
Don't ever change.,Hiç değiştirme.
Don't ever let go.,Hiç bırakma.
Don't fall asleep.,Uyuma.
Don't feel so bad.,Çok kötü hissetme.
Don't fire anyone.,Herhangi birisine ateş etme.
Don't fire anyone.,Birisine ateş etme.
Don't fire anyone.,Herhangi birisine ateş etmeyin.
Don't fire anyone.,Birisine ateş etmeyin.
Don't forget that.,Onu unutmayın.
Don't forget this.,Bunu unutma.
Don't get excited.,Heyecanlanma.
Don't get married.,Evlenme.
Don't get nervous.,Sakın heyecan yapma.
Don't get panicky.,Paniğe kapılma.
Don't give up now.,Şimdi vazgeçme.
Don't give up yet.,Henüz pes etme.
Don't give up yet.,Henüz vazgeçme.
Don't go anywhere.,Bir yere gitme.
Don't go home yet.,Henüz eve gitme.
Don't go in there.,Oraya girme.
Don't go near Tom.,Tom'a yaklaşma.
Don't go up there.,Oraya gitme.
Don't harm anyone.,Kimseye zarar vermeyin.
Don't hurt anyone.,Kimseye zarar verme.
Don't hurt my son.,Oğlumu incitme.
Don't laugh at me.,Bana gülme.
Don't let Tom die.,Tom'un ölmesine izin verme.
Don't let him run.,Onun koşmasına izin verme.
Don't let him run.,Onu koşturma.
Don't let me down.,Benim yüzümü kara çıkarma.
Don't let me down.,Beni hayal kırıklığına uğratma.
Don't let them in.,İçeri girmelerine izin verme.
Don't let us down.,Bizi hayal kırıklığına uğratma.
Don't look at Tom.,Tom'a bakma.
Don't look at him!,Ona bakma!
Don't look for me.,Beni arama.
Don't look for us.,Bizi arama.
Don't look so sad.,Öyle mahzun bakma.
Don't make a fuss.,Yaygara yapma.
Don't make a mess.,Karmaşa yapmayın.
Don't make me beg.,Beni yalvartma.
Don't make me cry.,Beni ağlatma.
Don't make me mad.,Beni delirtme.
Don't mention Tom.,Tom'dan bahsetme.
Don't pull my leg!,Benimle dalga geçme!
Don't put me down.,Beni küçümseme.
Don't rely on Tom.,Tom'a güvenme.
Don't rely on him.,Ona güvenmeyin.
Don't repeat that.,Onu tekrar etmeyin.
Don't run so fast.,O kadar hızlı çalışmayın.
Don't screw it up!,Onun içine etme!
Don't shout at me.,Bana bağırma.
Don't stand there.,Orada durmayın.
Don't stop me now.,Şimdi beni durdurma.
Don't talk to Tom.,Tom'la konuşma.
Don't tell a soul.,Bunu kimseye söyleme.
Don't tell anyone.,Kimseye söyleme.
Don't tell my mom.,Anneme söyleme.
Don't think of it.,Onu düşünmeyin.
Don't threaten me.,Beni tehdit etmeyin.
Don't touch these.,Bunlara dokunmayın.
Don't touch those.,Onlara dokunma.
Don't toy with me.,Benimle dalga geçme.
Don't try so hard.,Bu kadar çok çalışmayın.
Don't try to move.,Hareket etmeye çalışma.
Don't try to talk.,Konuşmaya çalışma.
Don't turn around.,Arkana bakma.
Don't upset mommy.,Anneni sinirlendirme.
Don't vote for it.,Bunun için oy vermeyin.
Don't wait for me.,Beni bekleme.
Don't wait for us.,Bizi bekleme.
Don't wake Tom up.,Tom'u uyandırma.
Don't wake her up.,Onu uyandırma.
Don't wake him up.,Onu uyandırma.
Don't yell at Tom.,Tom'a bağırma.
Don't you do that.,Onu yapmıyor musun?
Don't you feel it?,Bunu hissetmiyor musun?
Don't you go away.,Uzaklaşmayın.
Don't you hear it?,Onu duymuyor musun?
Don't you know me?,Beni tanımıyor musun?
Don't you like it?,Onu sevmiyor musunuz?
Don't you like me?,Beni sevmiyor musun?
Don't you like us?,Bizi sevmiyor musunuz?
Don't you miss me?,Beni özlemiyor musun?
Don't you see Tom?,Tom'u görmüyor musun?
Drop your weapons!,Silahlarınızı bırakın!
Earth is a planet.,Dünya bir gezegendir.
Eat what you want.,Ne istiyorsan ye.
Eat what you want.,İstediğini ye.
Empty your wallet.,Cüzdanınızı boşaltın.
Enjoy the weekend.,Hafta sonunun keyfini çıkar.
Enjoy your flight.,İyi uçuşlar.
Enjoy your summer.,Yaz mevsiminin keyfini çıkar.
Even Tom did that.,Tom bile onu yaptı.
Even my mom knows.,Annem bile bilir.
Every bus is full.,Her otobüs doludur.
Every vote counts.,Her oy sayılır.
Everybody is fine.,Herkes iyi.
Everybody is here.,Herkes burada.
Everybody is sore.,Herkes yaralı.
Everybody laughed.,Herkes güldü.
Everybody said so.,Herkes öyle söyledi.
Everybody's happy.,Herkes mutlu.
Everybody's tired.,Herkes yorgun.
Everyone can help.,Herkes yardım edebilir.
Everyone can play.,Herkes oynayabilir.
Everyone did well.,Herkes iyi yaptı.
Everyone got sick.,Herkes hastalandı.
Everyone hated it.,Herkes bundan nefret ediyordu.
Everyone hates it.,Herkes ondan nefret eder.
Everyone hates me.,Herkes benden nefret ediyor.
Everyone is drunk.,Herkes sarhoş.
Everyone is going.,Herkes gidiyor.
Everyone is happy.,Herkes mutlu.
Everyone is ready.,Herkes hazır.
Everyone is tired.,Herkes yorgun.
Everyone is upset.,Herkes üzgün.
Everyone knew Tom.,Herkes Tom'u tanıyordu.
Everyone knows it.,Bunu herkes bilir.
Everyone knows me.,Herkes beni tanıyor.
Everyone likes it.,Herkes onu seviyor.
Everyone likes me.,Herkes beni sever.
Everyone loved it.,Herkes onu seviyordu.
Everyone loves me.,Herkes beni seviyor.
Everyone must die.,Herkes ölmeli.
Everyone sat down.,Herkes oturdu.
Everyone screamed.,Herkes çığlık attı.
Everyone survived.,Herkes hayatta kaldı.
Everyone was busy.,Herkes meşguldü.
Everyone was fine.,Herkes iyiydi.
Everyone was hurt.,Herkes yaralandı.
Everyone was numb.,Herkes uyuşmuştu.
Everyone was okay.,Herkes iyiydi.
Everyone's asleep.,Herkes uyuyor.
Everyone's crying.,Herkes ağlıyor.
Everyone's eating.,Herkes yemek yiyor.
Everyone's hungry.,Herkes aç.
Everyone's sleepy.,Herkesin uykusu var.
Everyone's sleepy.,Herkes uykulu.
Everything is bad.,Her şey kötü.
Everything is new.,Her şey yeni.
Everything is set.,Her şey hazır.
Everything was OK.,Her şey yolundaydı.
Everything worked.,Her şey işe yaradı.
Everything's done.,Her şey bitti.
Everything's fine.,Her şey yolunda.
Everything's fine.,Her şey iyi.
Everything's free.,Her şey bedava.
Everything's gone.,Her şey gitti.
Everything's here.,Her şey burada.
Exercise may help.,Egzersiz yardımcı olabilir.
Exercise outdoors.,Açık havada egzersiz yapın.
Feel free to stay.,Kalmak için çekinmeyin.
Fill in this form.,Bu formu doldurun.
Fill up the ditch.,Hendeği doldur.
Finish your drink.,İçkinizi bitirin.
Fire is dangerous.,Yangın tehlikelidir.
Fish is expensive.,Balık pahalıdır.
Flies are insects.,Sinekler böcektir.
Follow your heart.,Kalbinin sesini dinle.
Forget about that.,Unut gitsin.
French isn't easy.,Fransızca kolay değil.
Frogs eat insects.,Kurbağalar böcek yerler.
Fry an egg for me.,Benim için bir yumurta kızartın.
Gas prices are up.,Benzin fiyatları yüksek.
Get Tom back here.,Tom'u buraya geri getir.
Get Tom down here.,Tom'u aşağıya getir.
Get Tom over here.,Tom'u buraya getir.
Get Tom some food.,Tom'a biraz yiyecek al.
Get away from Tom.,Tom'dan uzak dur.
Get back here now.,Şimdi buraya geri gel.
Get back in there.,Oraya geri dön.
Get back out here.,Buraya geri gel.
Get back up there.,Oraya geri dön.
Get everybody out.,Herkesi dışarı al.
Get in here quick.,Çabucak buraya girin.
Get into your car.,Arabana bin.
Get me my glasses.,Bana gözlüğümü getir.
Get me some paper.,Bana biraz kağıt getir.
Get me some water.,Bana biraz su getir.
Get off the phone.,Telefonu kapat.
Get off the stage.,Sahneden in.
Get on your horse.,Atına bin.
Get on your knees.,Dizlerinin üstüne çök.
Get out of my bed.,Yatağımdan çık.
Get out of my car.,Arabamdan çık.
Get out of my way.,Yolumdan çekil.
Get over here now.,Şimdi buraya gel.
Get ready for bed.,Yatmak için hazır olun.
Get ready quickly.,Çabucak hazırlanın.
Get some blankets.,Birkaç battaniye al.
Get some rest now.,Şimdi biraz dinlen.
Get somebody else.,Başka birini al.
Get their weapons.,Onların silahlarını alın.
Get up out of bed.,Yataktan kalk.
"Get up, everybody.",Herkes ayağa kalksın.
Get your hair cut.,Saçını kestir.
Get your notebook.,Dizüstü bilgisayarını al.
Give Daddy a kiss.,Babana bir öpücük ver.
Give Tom a chance.,Tom'a bir şans ver.
Give Tom a dollar.,Tom'a bir dolar ver.
Give Tom a minute.,Tom'a bir dakika ver.
Give Tom a moment.,Tom'a biraz zaman verin.
Give Tom a second.,Tom'a bir saniye ver.
Give Tom his keys.,Tom'a anahtarlarını ver.
Give Tom the $300.,Tom'a 300 dolar ver.
Give Tom the disk.,Tom'a diski ver.
Give Tom the keys.,Tom'a anahtarları ver.
Give her the book.,Kitabı ona ver.
Give it all to me.,Onun hepsini bana ver.
Give it some time.,Ona biraz zaman verin.
Give it to me now.,Şimdi onu bana ver.
Give me an orange.,Bana bir portakal ver.
Give me five days.,Bana beş gün verin.
Give me more time.,Bana daha fazla zaman verin.
Give me some beer.,Bana biraz bira ver.
Give me some milk.,Bana biraz süt ver.
Give me some more.,Bana biraz daha ver.
Give me some time.,Bana biraz zaman ver.
Give me that book.,Bana o kitabı ver.
Give me that cane.,Bana o değneği ver.
Give me the files.,Bana dosyaları ver.
Give me the knife.,Bıçağı bana ver.
Give me the money.,Parayı bana ver!
Give me the paper.,Bana kağıt ver.
Give me the paper.,Gazeteyi bana ver.
Give me the phone.,Bana telefonu ver.
Give me the rifle.,Tüfeği bana ver.
Give me the spoon.,Bana kaşık verin.
Give me the sword.,Kılıcı bana ver.
Give me the watch.,Saati bana ver.
Give me your belt.,Bana kemerini ver.
Give me your book.,Bana kitabını ver.
Give me your hand.,Elini ver bana.
Give me your keys.,Bana anahtarlarını ver.
Give these to Tom.,Bunları Tom'a verin.
Give those to Tom.,Onları Tom'a ver.
Give up that idea.,O fikirden vazgeç.
Give us more time.,Bize daha fazla zaman ver.
Give us some help.,Bize biraz yardım ver.
Go ahead and sing.,Şarkı söylemeye devam edin.
Go ahead and talk.,Devam edin ve konuşun.
"Go ahead, open it.","Devam et, onu aç."
Go away right now!,Derhal uzaklaşın!
Go away. I'm busy.,Çek git! Meşgulüm.
Go do as you like.,Sevdiğin gibi yapmaya git.
Go get some sleep.,Biraz uyumaya git.
Go get some tools.,Bazı araçları almaya git.
Go get some water.,Git biraz su getir.
Go home and relax.,Eve git ve dinlen.
Go if you want to.,İstiyorsan git.
Go somewhere else.,Başka bir yere git.
Go straight ahead.,Dümdüz gidin.
Go there yourself.,Oraya kendin git.
Go to Tom's house.,Tom'un evine git.
Go wash your face.,Git yüzünü yıka.
Go with the truth.,Gerçekle gidin.
Go with these men.,Bu adamlarla git.
God bless America.,Tanrı Amerika'yı korusun.
God is everywhere.,Allah her yerde.
"Good morning, Tom.","Günaydın, Tom."
"Goodnight, Mother.","İyi geceler, anne."
"Goodnight, ladies.",İyi geceler bayanlar.
Grab hold of this.,Bunu tut.
Hand me that book.,O kitabı bana ver.
Hand me that book.,O kitabı bana uzat.
Hand me the knife.,Bana bıçağı ver.
Hang on everybody.,Herkesi bekleyin.
Hang up the phone.,Telefonu kapat.
Has Tom been hurt?,Tom yaralandı mı?
Has Tom come back?,Tom geri geldi mi?
Has Tom eaten yet?,Tom henüz yemek yedi mi?
Has Tom gone home?,Tom eve gitti mi?
"Has Tom gone, too?",Tom da gitti mi?
Has Tom seen this?,Tom bunu gördü mü?
Has Tom told Mary?,Tom Mary'ye söyledi mi?
Has the bell rung?,Zil çaldı mı?
Haste makes waste.,Acele işe şeytan karışır.
Haste makes waste.,Acele ile menzil alınmaz.
Haste makes waste.,Acele giden ecele gider.
Haste makes waste.,Acele yürüyen yolda kalır.
Hating is so easy.,Nefret etmek çok kolaydır.
"Have a drink, Tom.","Bir içki al, Tom."
Have a great time.,İyi eğlenceler.
Have another beer.,Bir bira daha iç.
Have some respect.,Biraz saygı.
Have they done it?,Onu yaptılar mı?
Have they escaped?,Onlar kaçtı mı?
Have they seen us?,Bizi gördüler mi?
Have you finished?,Gitmeye hazır mısın?
Have you gone mad?,Çıldırdın mı?
Have you seen Tom?,Tom'u gördün mü?
Have you seen her?,Onu gördün mü?
Have you seen one?,Birini gördün mü?
Have you showered?,Duş aldın mı?
Have you told Tom?,Tom'a söyledin mi?
Have you tried it?,Onu denedin mi?
Have your own way.,Dilediğiniz gibi yapın.
Hay is for horses.,Saman atlar içindir.
He agreed with me.,O benim düşünceme katıldı.
He appeared young.,O genç görünüyordu.
He arrived safely.,O güvenle ulaştı.
He asked for food.,O yiyecek istedi.
He asked for help.,O yardım istedi.
He became furious.,Öfkelendi.
He began to shout.,O bağırmaya başladı.
He began to sweat.,O terlemeye başladı?
He blackmailed me.,O bana şantaj yaptı.
He blocked my way.,O benim önümü kesti.
He bought a Honda.,O bir Honda aldı.
He bowed his head.,"O, başını eğdi."
He broke his word.,O sözünü tutmadı.
He broke my heart.,O kalbimi kırdı.
He called my name.,O ismimi çağırdı.
He came about two.,O yaklaşık ikide geldi.
He came back soon.,O kısa süre sonra geri geldi.
He came in person.,O bizzat geldi.
He came to see me.,O beni görmeye geldi.
He can be trusted.,O güvenilir olabilir.
He can't be young.,"O, genç olamaz."
He can't hear him.,Onu duyamıyorum.
He can't help you.,O size yardımcı olamaz.
He can't stop her.,O onu durduramaz.
He can't stop him.,O onu durduramaz.
He cannot stop it.,O onu durduramaz.
He cannot stop me.,O beni durduramaz.
He cannot stop us.,O bizi durduramaz.
He carried a cane.,O bir baston taşıyordu.
He caught a mouse.,Bir fare yakaladı.
He chewed his gum.,"O, sakızını çiğnedi."
He could not swim.,O yüzemezdi.
He cried with joy.,O sevinçle bağırdı.
He deals in grain.,O tahıl ticareti yapar.
He did a good job.,İyi bir iş yaptı.
He did it for fun.,"O, eğlence için onu yaptı."
He did it himself.,O onu kendisi yaptı.
He did not listen.,O dinlemedi.
He did not say so.,O öyle söylemedi.
He didn't confirm.,O teyit etmedi.
He didn't protest.,O protesto etmedi.
He didn't show up.,Görünmedi.
He died last year.,O geçen yıl öldü.
He died of cancer.,O kanserden öldü.
He died yesterday.,"O, dün öldü."
He does not smoke.,O sigara içmiyor.
He drank a little.,O biraz içti.
He drives a Lotus.,O bir Lotus kullanıyor.
He drives a truck.,O bir kamyon kullanıyor.
He drives roughly.,"O, sert araba sürer."
He dropped a vase.,O bir vazo düşürdü.
He earns a living.,"O, hayatını kazanıyor."
He employs a maid.,"O, bir hizmetçi çalıştırıyor."
He exhaled loudly.,O yüksek sesle üfledi.
He fills the bill.,O senedi doldurur.
He froze to death.,Soğuktan donacaktı.
He gave her a box.,O ona bir kutu verdi.
He gave me a call.,O beni aradı.
He gave me a cold.,Bana soğuk algınlığı bulaştırdı.
He gave me a hint.,O bana bir ipucu verdi.
He gave me a wink.,Bana bir göz kırptı.
He gives us money.,O bize para verir.
He glanced at her.,"O, ona baktı."
He goes to school.,"O, okula gider."
He got full marks.,"O, tam not aldı."
He got me a watch.,Bana bir saat aldı.
He got quite well.,"O, oldukça iyileşti."
He got tired soon.,O kısa sürede yoruldu.
He got very drunk.,"O, çok sarhoş oldu."
He got well again.,O tekrar iyileşti.
He grabbed my arm.,"O, kolumu tuttu."
He had a headache.,Başı ağrıyordu.
He had a headache.,Onun başı ağrıyordu.
He had a new idea.,Onun yeni bir fikri vardı.
He had no coat on.,Onun üzerinde bir ceketi yok.
He had three sons.,Üç oğlu vardı.
He hanged himself.,Kendisini astı.
He has a cold now.,O soğuk almış.
He has a few pens.,Onun birkaç kalemi var.
He has a headache.,Onun başı ağrıyor.
He has a huge ego.,Onun büyük bir egosu var.
He has blond hair.,Onun sarı saçı var.
He has brown eyes.,Onun kahverengi gözleri var.
He has brown hair.,O kahverengi saçlı.
He has brown hair.,Onun kahverengi saçı var.
He has curly hair.,Onun kıvırcık saçı var.
He has green eyes.,Onun yeşil gözleri var.
He has no bicycle.,Onun bisikleti yok.
He has no remorse.,Pişmanlık duymuyor.
He has seven sons.,Onun yedi tane oğlu var.
He has short hair.,Onun saçı kısa.
He has small feet.,Onun küçük ayakları var.
He has three sons.,Onun üç oğlu var.
He has two houses.,Onun iki evi var.
He hates his life.,Hayatından nefret ediyor.
He hates shopping.,"O, alışverişten nefret eder."
He helped me move.,Taşınmama yardım etti.
He himself did it.,O onu kendisi yaptı.
He himself did it.,Onu kendisi yaptı.
He is a big eater.,O büyük bir yiyicidir.
He is a biologist.,O bir biyolog.
He is a born poet.,"O, doğuştan bir şairdir."
He is a brave man.,O cesur bir adam.
He is a daredevil.,O gözüpek.
He is a detective.,O bir dedektiftir.
He is a dramatist.,O bir oyun yazarı.
He is a gentleman.,O bir beyefendi.
He is a good shot.,"O, iyi bir atıcıdır."
He is a physicist.,O bir fizikçi.
He is a quiet man.,O sakin bir adam.
He is a real fool.,"O, gerçek bir aptaldır."
He is a scientist.,O bir bilim adamıdır.
He is a screwball.,O tuhaf bir tiptir.
He is a smart boy.,"O, akıllı bir çocuktur."
He is about forty.,O yaklaşık olarak 40 yaşında.
He is about forty.,O aşağı yukarı 40 yaşında.
He is about forty.,O takriben 40 yaşında.
He is after a job.,"O, iş arıyor."
He is always cool.,"O, her zaman sakindir."
He is an American.,O bir Amerikalı.
He is an evil man.,O kötü bir adam.
He is at her side.,O onun tarafındadır.
He is at his desk.,Onun masasındadır.
He is beyond help.,Ona yardım edilemez.
He is beyond hope.,O umutsuzdur.
He is but a child.,"O, ancak bir çocuk."
He is daydreaming.,O hayal görüyor.
He is from France.,O Fransalıdır.
He is getting old.,O yaşlanıyor.
He is in business.,O ticaret yapmaktadır.
He is in the pink.,O pembe giymişti.
He is incompetent.,O beceriksiz.
He is influential.,O nüfuzludur.
He is intelligent.,"O, zekidir."
He is introverted.,"O, içe dönüktür."
He is just my age.,O tam benim yaşımda.
He is kind to her.,"O, ona karşı naziktir."
He is not married.,O evli değil.
He is not so tall.,O o kadar uzun boylu değil.
He is on the team.,O takımdadır.
He is out of tune.,"O, geçimsizdir."
He is quite right.,O oldukça haklı.
He is running now.,O şimdi çalışıyor.
He is still alive.,O hâlâ hayatta.
He is still angry.,O hâlâ kızgın.
He is still young.,O hâlâ genç.
He is sure to win.,O kazanacağından emin.
He is teaching me.,O bana öğretiyor.
He is trustworthy.,O güvenilir.
He is unrealistic.,O gerçekçi değildir.
He is very honest.,O çok dürüst.
He is walking now.,O şimdi yürüyor.
He is watching TV.,O TV seyrediyor.
He isn't a smoker.,O sigara içmez.
He isn't here now.,O şimdi burada değil.
He isn't here yet.,Henüz burada değil.
