input_text,target_text
I wanted to kill you.,Sizi öldurmek istedim.
I wanted to kiss Tom.,Tom'u öpmek istedim.
I wanted to love Tom.,Tom'u sevmek istedim.
I wanted to meet Tom.,Tom'la tanışmak istedim.
I wanted to meet you.,Seninle tanışmak istedim.
I wanted to play tag.,Ben kovalamaca oynamak istedim.
I wanted to remember.,Ben hatırlamak istiyordum.
I wanted to run home.,Eve koşmak istedim.
I wanted to save Tom.,Tom'u kurtarmak istiyordum.
I wanted to save you.,Seni kurtarmak istedim.
I wanted to say more.,Daha fazla söylemek istedim.
I wanted to share it.,Onu paylaşmak istedim.
I wanted to share it.,Bunu paylaşmak istedim.
I wanted to steal it.,Onu çalmak istedim.
I wanted to stop Tom.,Tom'u durdurmak istedim.
I wanted to sunbathe.,Güneşlenmek istiyordum.
I wanted to tell you.,Sana anlatmak istedim.
I wanted to warn Tom.,Tom'u uyarmak istiyordum.
I wanted to warn you.,Seni uyarmak istedim.
I wanted you so much.,Seni çok istedim.
I wanted you to come.,Gelmenizi istedim.
I wanted you to know.,Senin bilmeni istedim.
I was 13 at the time.,O zaman 13 yaşındaydım.
I was Tom's cellmate.,Ben Tom'un hücre arkadaşıydım.
I was Tom's roommate.,Ben Tom'un oda arkadaşıydım.
I was a bit confused.,Biraz şaşkındım.
I was a creative kid.,Ben yaratıcı bir çocuktum.
I was a good student.,Ben iyi bir öğrenciydim.
I was a little drunk.,Ben biraz sarhoştum.
I was a little early.,Biraz erken gelmiştim.
I was a little tired.,Biraz yorgundum.
I was a little upset.,Biraz üzgündüm.
I was about to leave.,Ayrılmak üzereydim.
I was about to start.,Başlamak üzereydim.
I was adopted by Tom.,Tom tarafından evlatlık edinildim.
I was afraid of that.,Ondan korktum.
I was always a loner.,Her zaman yalnız yaşayan biriydim.
I was always dubious.,Her zaman şüpheliydim.
I was angry with Tom.,Ben Tom'a kızgındım.
I was asked to leave.,Gitmem istendi.
I was at home asleep.,Ben evde uykudaydım.
I was at the library.,Kütüphanedeydim.
I was at the theater.,Ben tiyatrodaydım.
I was beautiful once.,Bir zamanlar güzeldim.
I was being generous.,Cömert davranıyordum.
I was bleeding a lot.,Çok kanıyordum.
I was bored to death.,Çok sıkıldım.
I was bored to death.,Ölesiye sıkıldım.
I was born in Boston.,Boston'da doğdum.
I was born in Russia.,Rusya'da doğdum.
I was born like this.,Ben böyle doğdum.
I was born on a farm.,Bir çiftlikte doğdum.
I was born on a ship.,Bir gemide doğdum.
I was busy this week.,Bu hafta meşguldüm.
I was busy yesterday.,Dün meşguldüm.
I was cool with that.,Bana uyardı.
I was deeply ashamed.,Çok utandım.
I was deeply shocked.,Derinden sarsıldım.
"I was disgusted, too.",Ben de bıkkındım.
I was fined a dollar.,Bir dolar para cezasına çarptırıldım.
"I was good, wasn't I?","İyiydim, değil mi?"
I was happy to leave.,Ben gitmekten mutluydum.
I was here last week.,Geçen hafta buradaydım.
I was here yesterday.,Ben dün buradaydım.
I was home all night.,Bütün gece evdeydim.
I was home by myself.,Kendi başıma evdeydim.
I was hurt and upset.,Ben kırgın ve üzgündüm.
I was in Boston once.,Bir zamanlar Boston'daydım.
"I was in Boston, too.",Ben de Boston'daydım.
I was in Canada then.,O zaman Kanada'daydım.
I was in Kyoto twice.,İki kez Kyoto'da bulundum.
I was in a big hurry.,Acelem vardı.
I was in a nightclub.,Ben bir gece kulübündeydim.
I was in bed by nine.,Dokuzda yataktaydım.
I was in the hallway.,Koridordaydım.
I was in the library.,Kütüphanedeydim.
I was invited by Tom.,Tom tarafından davet edildim.
I was jealous of her.,Onu kıskanıyordum.
I was jealous of you.,Seni kıskanıyordum.
I was just fortunate.,Ben sadece şanslıydım.
I was just in Boston.,Ben sadece Bostondaydım.
I was just like that.,Ben sadece onun gibiydim.
I was just showering.,Ben sadece duş alıyordum.
I was just wondering.,Ben sadece merak ediyordum.
I was kidding before.,Daha önce şaka yapıyordum.
I was late for class.,Derse geç kaldım.
I was late to school.,Okula geç kaldım.
I was looking at Tom.,Ben Tom'a bakıyordum.
I was looking at her.,Ona bakıyordum.
I was on TV recently.,Geçenlerde televizyondaydım.
I was on my way home.,Eve gidiyordum.
I was out for a walk.,Yürüyüş için dışarıdaydım.
I was perfectly fine.,Ben tamamen iyiydim.
I was planning on it.,Ona güveniyordum.
I was playing tennis.,Eskiden tenis oynardım.
I was pretty nervous.,Oldukça sinirliydim.
I was pretty relaxed.,Ben oldukça rahatlamıştım.
I was pretty shocked.,Oldukça sarsılmıştım.
I was probably right.,Ben muhtemelen haklıydım.
I was probably wrong.,Muhtemelen yanıldım.
I was quite confused.,Oldukça şaşkındım.
I was reading a book.,Bir kitap okuyordum.
I was ready to do it.,Bunu yapmaya hazırdım.
I was really curious.,Ben gerçekten meraklıydım.
I was really curious.,Gerçekten meraklanmıştım.
I was really pleased.,Gerçekten memnundum.
I was really shocked.,Gerçekten sarsılmıştım.
I was really unlucky.,Gerçekten çok şanssızdım.
I was really worried.,Gerçekten endişeliydim.
I was sad and lonely.,Üzgün ​​ve yalnızdım.
I was sick last week.,Geçen hafta buradaydım.
I was so embarrassed.,Ben çok utanmıştım.
I was somewhere else.,Başka bir yerdeydim.
I was stung by a bee.,Ben bir arı tarafından sokuldum.
I was taken prisoner.,Ben tutuklandım.
I was talking to Tom.,Ben Tom ile konuşuyordum.
I was talking to you.,Seninle konuşuyordum.
I was talking to you.,Sizinle konuşuyordum.
I was the go-between.,Ben arabulucuydum.
I was the one chosen.,Seçilen bendim.
I was the only woman.,Ben tek kadındım.
I was there recently.,Geçenlerde oradaydım.
I was there that day.,O gün oradaydım.
I was there with Tom.,Tom'la oradaydım.
I was tired and cold.,Yorgundum ve üşüyordum.
I was totally bummed.,Ben bütünüyle berbattım.
I was totally wasted.,Bütünüyle tükenmiştim.
I was trying my best.,Elimden geleni yapmaya çalışıyordum.
I was trying to help.,Yardım etmeye çalışıyordum.
I was up before dawn.,Şafaktan önce yataktan kalkmıştım.
I was very concerned.,Ben çok endişeliydim.
I was very confident.,Ben çok emindim.
I was very exhausted.,Ben çok yorgundum.
I was very exuberant.,Ben çok hayat doluydum.
I was very flattered.,Ben çok pohpohlandım.
I was very fortunate.,Ben çok şanslıydım.
I was very impressed.,Ben çok etkilendim.
I was very intrigued.,Çok ilgimi çekti.
I was very reluctant.,Ben çok isteksizdim.
I was very skeptical.,Ben çok şüpheciydim.
I was very surprised.,Ben çok şaşırdım.
I was wearing makeup.,Makyaj yapıyordum.
I was wrong as usual.,Her zamanki gibi hatalıydım.
I was wrong to do it.,Onu yapmakta hatalıydım.
I washed the windows.,Pencereleri yıkadım.
I wasn't a bit tired.,Biraz yorgun değildim.
I wasn't asking that.,Ben onu sormuyordum.
I wasn't complaining.,Şikayet etmiyordum.
I wasn't embarrassed.,Ben utangaç değildim.
I wasn't fast enough.,Yeterince hızlı değildim.
I wasn't good enough.,Yeterince iyi değildim.
I wasn't hurt at all.,Hiç incinmedim.
I wasn't ready to go.,Gitmeye hazır değildim.
I wasn't ready to go.,Ben gitmek için hazır değildim.
I wasn't really busy.,Gerçekten meşgul değildim.
I wasn't responsible.,Ben sorumlu değildim.
I wasn't saying that.,Ben onu söylemiyordum.
I wasn't there alone.,Orada yalnız değildim.
I wasn't too nervous.,Çok sinirli değildim.
I wasn't too worried.,Ben fazla endişeli değildim.
I wasn't very hungry.,Ben çok acıkmadım.
I wasn't very hungry.,Ben çok aç değildim.
I wasn't very lonely.,Ben çok yalnız değildim.
I wasn't very scared.,Çok korkmadım.
I wasn't very sleepy.,Ben çok uykulu değildim.
I weigh 58 kilograms.,Ben 58 kiloyum.
I went back to sleep.,Uyumaya geri döndüm.
I went back upstairs.,Yukarıya geri döndüm.
I went back upstairs.,Üst kata geri döndüm.
I went food shopping.,Yiyecek alışverişine gittim.
I went home by train.,Eve trenle gittim.
I went into the army.,Orduya girdim.
I went into the navy.,Ben donanmaya gittim.
I went out by myself.,Yalnız başıma dışarı çıktım.
I went out for lunch.,Öğle yemeğine çıktım.
I went out for lunch.,Öğle yemeği için dışarı çıktım.
I went out with Mary.,Mary'yle dışarı çıktım.
I went rock climbing.,Kaya tırmanışına gittim.
I went straight home.,Doğruca eve gittim.
I went straight home.,Doğrudan eve gittim.
I went the wrong way.,Yanlış yoldan gittim.
I went to med school.,Ben tıp fakültesine gittim.
I went to that party.,O partiye gittim.
I went to the bakery.,Ben fırına gittim.
I went to the casino.,Gazinoya gittim.
I went to the doctor.,Doktora gittim.
I went to the market.,Ben markete gittim.
I went to the market.,Markete gittim.
I went to the police.,Polise gittim.
I went to university.,Ben üniversiteye gittim.
I went up the stairs.,Merdivenlerden yukarı çıktım.
I will accompany you.,Ben size eşlik edeceğim.
I will be right back!,Birazdan döneceğim!
I will come with you.,Sizinle geleceğim.
I will do as you say.,Söylediğin gibi yapacağım.
I will give it a try.,Onu deneyeceğim.
I will give you this.,Sana bunu vereceğim.
I will have him come.,Onu gelmiş.
I will keep you warm.,Seni sıcak tutacağım.
I will make some tea.,Biraz çay yapacağım.
I will never see him.,Onu asla görmeyeceğim.
I will not be afraid.,Korkmayacağım.
I will show you some.,Sana birkaç tane göstereceğim.
I will start tonight.,Bu gece başlayacağım.
I will take you home.,Seni eve götüreceğim.
I will vouch for him.,Ben onun için kefil olacağım.
I wish I could drive.,Keşke araba sürebilsem.
I wish I had dimples.,Keşke gamzelerim olsa.
I wish I was kidding.,Keşke şaka yapıyor olsam.
I wish I were a bird.,Keşke bir kuş olabilsem.
I wish I were clever.,Keşke daha zeki olsaydım.
I wish I were clever.,Keşke zeki olsam.
I wish I were famous.,Keşke meşhur olsaydım.
I wish I were faster.,Keşke daha hızlı olsam.
I wish I were joking.,Keşke şaka yapıyor olsaydım.
I wish I were taller.,Keşke daha uzun boylu olsam.
I wish I'd done that.,Keşke bunu yapsaydım.
I wish Tom good luck.,Tom'a iyi şanslar dilerim.
I wish Tom were dead.,Keşke Tom ölmüş olsa.
I wish Tom were here.,Keşke Tom burada olsa.
I wish it weren't so.,Keşke öyle olmasa.
I wish them the best.,Onlara en iyisini diliyorum.
I wish this was over.,Keşke bu bitse.
I wish we could help.,Keşke yardım edebilsek.
I wish you good luck.,Sana iyi şanslar diliyorum.
I wish you happiness.,Mutluluk diliyorum.
I wish you were here.,Keşke burada olsan.
I wish you'd call me.,Keşke beni arasan.
I wish you'd call us.,Keşke bizi arasan.
I wish you'd do that.,Keşke onu yapsan.
I withdrew the offer.,Teklifi geri çektim.
I woke up at sunrise.,Güneş doğarken uyandım.
I won the gold medal.,Ben altın madalya kazandım.
I won't ask for help.,Yardım istemeyeceğim.
I won't be giving up.,Pes etmeyeceğim.
I won't be gone long.,Uzun süre gitmeyeceğim.
I won't be here long.,Uzun süre burada olmayacağım.
I won't buy anything.,Hiçbir şey almayacağım.
I won't cook for Tom.,Tom için yemek yapmayacağım.
I won't cook for you.,Ben senin için yemek yapmayacağım.
I won't dispute that.,Onu tartışmayacağım.
I won't do that here.,Onu burada yapmayacağım.
I won't eat anything.,Hiçbir şey yemeyeceğim.
I won't ever give up.,Asla vazgeçmeyeceğim.
I won't get involved.,Ben karışmayacağım.
"I won't give up, Tom.","Vazgeçmeyeceğim, Tom."
I won't go to school.,Okula gitmeyeceğim.
I won't go to see it.,Onu görmeye gitmeyeceğim.
I won't leave Boston.,Boston'dan ayrılmayacağım.
I won't let Tom down.,Tom'u hayal kırıklığına uğratmayacağım.
I won't let you down.,Seni yüzüstü bırakmayacağım.
I won't let you down.,Yüzünü kara çıkarmayacağım.
I won't let you down.,Seni hayal kırıklığına uğratmayacağım.
I won't let you fall.,Düşmene izin vermeyeceğim.
I won't let you jump.,Atlamana izin vermeyeceğim.
I won't lie about it.,Onun hakkında yalan söylemeyeceğim.
I won't marry anyone.,Kimseyle evlenmeyeceğim.
I won't plead guilty.,Suçu kabul etmeyeceğim.
I won't say anything.,Bir şey söylemeyeceğim.
I won't say it again.,Bunu tekrar söylemeyeceğim.
I won't sell my soul.,Ruhumu satmayacağım.
I won't sing tonight.,Bu gece şarkı söylemeyeceğim.
I won't stand for it.,Buna izin vermeyeceğim.
I won't support that.,Onu desteklemeyeceğim.
I won't tell anybody.,Kimseye söylemeyeceğim.
I won't tell you why.,Sana nedenini söylemeyeceğim.
I won't try to do it.,Ben onu yapmaya çalışmayacağım.
I won't vote for Tom.,Tom'a oy vermeyeceğim.
I won't wait for Tom.,Tom'u beklemeyeceğim.
I won't wait for Tom.,Tom için beklemeyeceğim.
I won't wait for you.,Seni beklemeyeceğim.
I won't wait forever.,Sonsuza kadar beklemeyeceğim.
I won't work for you.,Senin için çalışmayacağım.
I wonder who took it.,Onu kimin aldığını merak ediyorum.
I wonder why that is.,Onun neden olduğunu merak ediyorum.
I wore a white shirt.,Beyaz bir gömlek giydim.
I work as a salesman.,Bir satıcı olarak çalışıyorum.
I work as a salesman.,Tezgâhtar olarak çalışıyorum.
I work at an embassy.,Bir elçilikte çalışıyorum.
I work in a pharmacy.,Ben bir eczanede çalışıyorum.
I work with children.,Ben çocuklarla çalışıyorum.
I work with your son.,Oğlunla beraber çalışıyorum.
I worked a lot today.,Bugün çok çalıştım.
"I worried, of course.",Tabii ki endişelendim.
"I would do that, too.",Onu ben de yapardım.
I would like to draw.,Ben resim çizmek istiyorum.
I would've bought it.,Onu alırdım.
I wouldn't advise it.,Bunu tavsiye etmezdim.
I wouldn't bet on it.,Onun üzerine bahis oynamazdım.
I wouldn't blame Tom.,Tom'u suçlamazdım.
I wouldn't blame you.,Seni suçlamazdım.
I wouldn't like that.,Onu sevmezdim.
I wouldn't mind that.,Onu önemsemezdim.
I wouldn't trust you.,Sana güvenmezdim.
I wrote Tom a letter.,Tom'a bir mektup yazdım.
I wrote that for Tom.,Bunu Tom için yazdım.
I'd almost forgotten.,Neredeyse unutmuşum.
I'd be happy to help.,Yardım etmekten mutlu olurum.
I'd be very grateful.,Çok minnettar olurdum.
I'd better get going.,Başlasam iyi olur.
I'd better go myself.,Kendim gitsem daha iyi olur.
I'd better stay home.,Evde kalsam iyi olur.
I'd buy one of those.,Onlardan birini alırdım.
I'd do it if I could.,Elimden gelse onu yaparım.
I'd enjoy doing that.,Bunu yapmaktan hoşlanırım.
I'd like Tom to rest.,Tom'un dinlenmesini istiyorum.
I'd like a Manhattan.,Ben bir Manhattan istiyorum.
I'd like some cheese.,Biraz peynir istiyorum.
I'd like some coffee.,Biraz kahve istiyorum.
I'd like some pepper.,Biraz biber isterim.
I'd like some yogurt.,Biraz yoğurt isterim.
I'd like to be alone.,Yalnız olmak istiyorum.
I'd like to check in.,Ben giriş yapmak istiyorum.
I'd like to help you.,Sana yardım etmek istiyorum.
I'd like to join you.,Size katılmak istiyorum.
I'd like to kiss you.,Seni öpmek istiyorum.
I'd like to know why.,Sebebini bilmek istiyorum.
I'd like to lie down.,Ben yatmak istiyorum.
I'd like to meet Tom.,Tom'la tanışmak istiyorum.
I'd like to see more.,Daha fazlasını görmek isterim.
I'd like to see that.,Onu görmek istiyorum.
I'd like to stand up.,Ayağa kalkmak istiyorum.
I'd like to think so.,Öyle düşünmek istiyorum.
I'd like to try this.,Bunu denemek istiyorum.
I'd like to watch TV.,TV izlemek istiyorum.
I'd like you to stay.,Kalmanı isterim.
I'd like you to stop.,Durmanı istiyorum.
I'd love to meet Tom.,Tom'la tanışmak istiyorum.
I'd love to meet him.,Onunla tanışmak istiyorum.
I'd love to meet you.,Seninle tanışmak istiyorum.
I'd love to see them.,Onları görmek istiyorum.
I'd never allow that.,Buna asla izin vermezdim.
I'd never been there.,Ben orada hiç bulunmadım.
I'd never betray Tom.,Tom'a hiç ihanet etmedim.
I'd never lie to you.,Asla sana yalan söylemezdim.
I'd not recommend it.,Ben bunu tavsiye etmem.
I'd rather Tom do it.,Bunu Tom'un yapmasını tercih ederim.
I'd rather be skiing.,Kayak yapmayı tercih ederim.
I'd rather eat alone.,Yalnız yemeyi tercih ederim.
I'd rather not do it.,Bunu yapmayı tercih etmiyorum.
I'd rather stay here.,Ben burada kalmayı tercih ederim.
I'd rather stay home.,Evde kalmayı tercih ederim.
I'd rather wait here.,Burada beklemeyi tercih ederim.
I'd really like that.,Gerçekten onu istiyorum.
I'd tried everything.,Her şeyi denedim.
I'll admit I'm wrong.,Ben hatalı olduğumu itiraf ederim.
I'll allow you to go.,Gitmene izin vereceğim.
I'll always love Tom.,Tom'u her zaman seveceğim.
I'll always need you.,Her zaman sana ihtiyacım olacak.
I'll apologize later.,Daha sonra özür dileyeceğim.
I'll ask Tom to wait.,Tom'un beklemesini rica edeceğim.
I'll be 16 next year.,Gelecek yıl on altı yaşında olacağım.
I'll be at your side.,Senin tarafında olacağım.
I'll be at your side.,Sizin tarafınızda olacağım.
I'll be back at 2:30.,Saat iki buçukta geri döneceğim.
I'll be back at 6:30.,Ben 6:30 da döneceğim.
I'll be back by 2:30.,2.30'a kadar döneceğim.
I'll be back by then.,O zamana kadar döneceğim.
I'll be back for Tom.,Tom için geri döneceğim.
I'll be back for you.,Senin için geri geleceğim.
I'll be back in time.,Ben zamanında döneceğim.
I'll be back shortly.,Yakında döneceğim.
I'll be back tonight.,Bu gece döneceğim.
I'll be disappointed.,Hayal kırıklığına uğrayacağım.
I'll be done by 2:30.,2.30'a kadar hazır olacağım.
I'll be free tonight.,Bu gece özgür olacağım.
I'll be glad to come.,Gelmekten memnuniyet duyarım.
I'll be gone all day.,Bütün gün gitmiş olacağım
I'll be gone by then.,O zamana kadar gitmiş olacağım.
I'll be here all day.,Bütün gün burada olacağım.
I'll be here tonight.,Bu gece burada olacağım
I'll be home by 2:30.,2.30'a kadar evde olacağım.
I'll be home by noon.,Öğleye kadar evde olacağım.
I'll be home tonight.,Bu gece evde olacağım.
I'll be in my office.,Ofisimde olacağım.
I'll be in the attic.,Ben tavan arasında olacağım.
I'll be in the truck.,Kamyonda olacağım.
I'll be late to work.,İşe geç kalacağım.
I'll be leaving soon.,Yakında gidiyorum.
I'll be married soon.,Yakında evleneceğim.
I'll be more careful.,Daha dikkatli olacağım.
I'll be needing this.,Buna ihtiyacım olacak.
I'll be there Monday.,Pazartesi orada olacağım.
I'll be there at six.,Saat altıda orada olacağım.
I'll be very careful.,Çok dikkatli olacağım.
I'll be watching you.,Seni izliyor olacağım.
I'll be your teacher.,Öğretmenin olacağım.
I'll bear it in mind.,Onu aklımda tutacağım.
I'll become stronger.,Daha güçlü olacağım.
I'll bite the bullet.,Sıkıntıya katlanacağım.
I'll bring it to you.,Onu sana getireceğim.
I'll buy Tom a drink.,Tom'a bir içki ısmarlayacağım.
I'll buy a newspaper.,Bir gazete alacağım.
I'll buy the tickets.,Biletleri satın alacağım.
I'll buy you a drink.,Sana bir içecek ısmarlayacağım.
I'll buy you a drink.,Sana bir içki ısmarlayacağım.
I'll buy you a watch.,Sana bir saat alacağım.
I'll buy you a watch.,Sana bir saat satın alacağım.
I'll call Tom myself.,Tom'u kendim arayacağım.
I'll call back later.,Daha sonra tekrar arayacağım.
I'll call my husband.,Kocamı arayacağım.
I'll call the police.,Polis çağıracağım.
I'll call you a taxi.,Size bir taksi çağıracağım.
I'll catch you later.,Sonra görüşürüz.
I'll change my shirt.,Gömleğimi değiştireceğim.
I'll choose this one.,Ben bunu seçeceğim.
I'll come back later.,Daha sonra geri geleceğim.
I'll come by bicycle.,Bisikletle geleceğim.
I'll come right away.,Derhal geleceğim.
I'll come right over.,Derhal geleceğim.
I'll contribute soon.,Yakında katkıda bulunacağım.
I'll cook you dinner.,Sana akşam yemeği pişireceğim.
I'll definitely come.,Kesinlikle geleceğim.
I'll deliver the box.,Kutuyu teslim edeceğim.
