input_text,target_text
They're strong enough.,Yeterince güçlüler.
They're too dangerous.,Çok tehlikeliler.
They're too difficult.,Onlar çok zor.
They're unpredictable.,Onların sağı solu belli olmaz.
They're working on it.,Onlar onun üzerinde çalışıyorlar.
They've already eaten.,Onlar zaten yemek yediler.
They've been arrested.,Onlar tutuklandı.
They've changed a lot.,Onlar çok değiştiler.
They've got a hostage.,Onların bir rehinesi var.
They've just returned.,Onlar az önce döndüler.
They've refused do so.,Öyle yapmayı reddettiler.
They've still got Tom.,Tom hâlâ onların elinde.
They've tried torture.,İşkenceyi denediler.
Things are going well.,İşler iyi gidiyor.
Things could be worse.,İşler daha kötü olabilirdi.
Things didn't go well.,İşler iyi gitmedi.
Things have been fine.,Şeyler iyiydi.
Things have been good.,Şeyler iyiydi.
Things have to change.,Şartlar değişmek zorunda.
Things will get nasty.,İşler kötü olacak.
Think about your life.,Hayatını düşün.
Think before you leap.,Sıçramadan önce düşün.
Think of your brother.,Erkek kardeşini düşün.
Think outside the box.,Alışılmışın dışına çık.
Thirty isn't that old.,Otuz o kadar da yaşlı değil.
This I can agree with.,Bunu kabul edebilirim.
This TV is very heavy.,Bu televizyon çok ağır.
This all sounds great.,Bunun hepsi harika görünüyor.
This article is wrong.,Bu makale yanlış.
This bag is not small.,Bu çanta küçük değil.
This bag is too heavy.,Bu çanta aşırı ağır.
This banana is rotten.,Bu muz çürümüş.
This basement is huge.,Bu bodrum büyük.
This blouse is cotton.,Bu bluz pamuktur.
This book is very new.,Bu kitap çok yeni.
This box is too small.,Bu kutu çok küçük.
This box is too small.,Bu kutu fazla küçük.
This box weighs a ton.,Bu kutu bir ton ağırlığında.
This building is huge.,Bu bina kocaman.
This can't be avoided.,Bu kaçınılamaz.
This car handles well.,Bu araba kolay kullanılır.
This car has an alarm.,Bu arabanın bir alarmı var.
This car is a clunker.,Bu araba bir külüstürdür.
This car is a clunker.,Bu araba bir hurda.
This car needs washed.,Bu arabanın yıkanması gerekiyor.
This chair is plastic.,Bu sandalye plastik.
This cloth feels soft.,Bu kumaş yumuşak.
This computer is slow.,Bu bilgisayar yavaş.
This contest is fixed.,Bu yarışma önceden ayarlanmış.
This contest is fixed.,Bu yarışma hileli.
This could be serious.,Bu ciddi olabilir.
This could take hours.,Bu saatlerce sürebilir.
This could take weeks.,Bu haftalar alabilir.
This curry is too hot.,Bu köri çok acı.
This data is outdated.,Bu veri eski.
This dish isn't clean.,Bu tabak temiz değil.
This dog is a mongrel.,Bu köpek bir melez.
This fell off a truck.,Bu bir kamyondan düştü.
This food is terrible.,Bu yemek berbat.
This fork isn't clean.,Bu çatal temiz değil.
This fruit tastes bad.,Bu meyvenin tadı kötü.
This game was put off.,Bu oyun ertelendi.
This gift is from Tom.,Bu hediye Tom'dan.
This gives me an idea.,Bu bana bir fikir veriyor.
This glass isn't mine.,Bu bardak benim değil.
This guy is an outlaw.,Bu adam bir kanun kaçağı.
This has gone too far.,Bu çok ileri gitti.
This hasn't been easy.,Bu kolay değildi.
This heater burns gas.,Bu ısıtıcı gaz yakar.
This house is haunted.,Bu ev perilidir.
This house is not new.,Bu ev yeni değildir.
This is Tom's bedroom.,"Bu, Tom'un yatak odası."
This is Tom's bicycle.,"Bu, Tom'un bisikleti."
This is a Chinese fan.,Bu bir Çinli hayranı.
This is a big concern.,Bu büyük bir endişe.
This is a big mistake.,Bu büyük bir hata.
This is a big problem.,Bu büyük bir sorundur.
This is a big project.,Bu büyük bir proje.
This is a blatant lie.,Bu bariz bir yalan.
This is a boring book.,Bu sıkıcı bir kitap.
This is a catastrophe.,Bu bir felaket.
This is a coincidence.,Bu bir tesadüf.
This is a company car.,Bu bir şirket arabası.
This is a crazy world.,Bu çılgın bir dünya.
This is a decent town.,Bu iyi bir kasaba.
This is a dirty movie.,Bu muzur bir film.
This is a dirty movie.,Bu bir porno film.
This is a free sample.,Bu ücretsiz bir örnektir.
This is a free ticket.,Bu ücretsiz bir bilet.
This is a good camera.,Bu iyi bir kamera.
This is a good result.,Bu iyi bir sonuç.
This is a good system.,Bu iyi bir sistem.
This is a great class.,Bu harika bir sınıftır.
This is a great class.,Bu harika bir derstir.
This is a great class.,Bu büyük bir sınıftır.
This is a great place.,Bu harika bir yer.
"This is a joke, right?","Bu bir şaka, değil mi?"
This is a large house.,Bu geniş bir evdir.
This is a large house.,Bu büyük bir ev.
This is a major issue.,Bu büyük bir sorun.
This is a nice camera.,Bu güzel bir kameradır.
This is a real threat.,Bu gerçek bir tehdittir.
This is a smooth wine.,Bu yumuşak bir şaraptır.
This is a stupid game.,Bu aptalca bir oyun.
This is a stupid game.,Bu saçma bir oyun.
This is a stupid idea.,Bu aptalca bir fikir.
This is a superb idea.,Bu muhteşem bir fikir.
This is a tough issue.,Bu zorlu bir konudur.
This is a wooden comb.,Bu tahta bir tarak.
This is a yellow rose.,Bu sarı bir gül.
This is actually true.,Bu gerçekten doğru.
This is all a mistake.,Bunun hepsi bir hata.
This is all new to me.,Bu benim için tamamen yeni.
This is all our fault.,Hepsi bizim hatamız.
This is an apple tree.,Bu bir elma ağacıdır.
"This is an apple, too.",Bu da bir elma.
This is an epic novel.,Bu masalsı bir roman.
This is an old letter.,Bu eski bir mektup.
This is based on fact.,Bu gerçeğe dayalıdır.
This is clearly wrong.,Bu açık biçimde yanlıştır.
This is disappointing.,Bu hayal kırıklığına uğratıcı.
This is easily solved.,Bu kolayca çözülür.
This is enough for me.,Bu benim için yeterli.
This is exciting news.,Bu heyecan verici haber.
This is extraordinary.,Bu olağanüstü.
This is for everybody.,Bu herkes için.
This is for my friend.,Bu benim arkadaşım için.
This is getting crazy.,Bu aptalca oluyor.
This is getting heavy.,Bu ağırlaşıyor.
This is getting worse.,Bu daha kötü oluyor.
This is going nowhere.,Bu hiçbir yere gitmiyor.
This is going to hurt.,Bu incitecek.
This is going too far.,Bu çok ileri gidiyor.
This is how I made it.,Onu bu şekilde yaptım.
This is how you do it.,"Bu, senin onu nasıl yaptığın."
This is inappropriate.,Bu uygun değil.
This is just too easy.,Bu sadece çok kolay.
This is just too much.,Bu sadece çok fazla.
This is morally wrong.,Bu ahlaken yanlış.
This is my best shirt.,Bu benim en iyi gömleğim.
This is my big moment.,Bu benim beklediğim an.
This is my brainchild.,Bu benim buluşum.
This is my dictionary.,Bu benim sözlük.
This is my first time.,Bu benim ilk seferim.
This is my girlfriend.,Bu benim kız arkadaşım.
This is my last offer.,Bu benim son teklifim.
This is my new guitar.,Bu benim yeni gitarım.
This is my old friend.,Bu benim eski arkadaşım.
This is my red pencil.,Bu benim kırmızı kalemim.
This is my tackle box.,Bu benim takım sandığım.
This is my third wish.,Bu benim üçüncü dileğim.
This is my third year.,Bu benim üçüncü yılım.
This is no small task.,Bu küçük bir görev değildir.
This is not a mistake.,Bu bir hata değil.
This is not expensive.,Bu pahalı değil.
This is not happening.,Bu olmuyor.
This is not important.,Bu önemli değildir.
This is not my ticket.,Bu benim biletim değil.
This is not necessary.,Bu gerekli değil.
This is not true love.,Bu gerçek aşk değil.
This is one of a kind.,Bu eşsiz.
This is our main goal.,Bu bizim ana hedefimiz.
This is our only hope.,Bu bizim tek umudumuz.
This is our only shot.,Bu bizim tek şansımız.
This is pure nonsense.,Bu saf saçmalık.
This is rather common.,Bu oldukça yayın.
This is really doable.,Bu gerçekten yapılabilir.
This is really tragic.,Bu gerçekten trajik.
This is serious stuff.,Bu ciddi bir şey.
This is so depressing.,Bu çok iç karartıcı.
This is so ridiculous.,Bu çok saçma.
This is so ridiculous.,Bu çok gülünç.
This is something new.,Bu yeni bir şey.
This is stunning news.,"Bu, çarpıcı bir haber."
This is such a relief.,Bu böyle bir ferahlık.
This is the Town Hall.,Burası belediye binasıdır.
This is the best idea.,Bu en iyi fikir.
This is the easy part.,Bu kolay kısım.
This is the good kind.,Bu iyi tür.
This is the hard part.,Bu zor kısmı.
This is the last call.,Bu son çağrı.
This is the last game.,Bu son oyun.
This is the last time.,"Bu, son kez."
This is the real deal.,Bu gerçek anlaşma.
This is their problem.,Bu onların sorunu.
This is too expensive!,Bu çok pahalı.
This is too expensive.,Bu çok pahalı.
This is truly amazing.,Bu gerçekten şaşırtıcı.
This is very exciting.,Bu çok heyecan verici.
This is very valuable.,Bu çok değerli.
This is what I wanted.,İstediğim budur.
This is what we found.,Bu bulduğumuz şey.
This is what you said.,Söylediğin budur.
This is where we live.,Bu yaşadığımız yer.
This is working great.,Bu harika çalışıyor.
This is your decision.,Bu senin kararın.
This isn't a bad team.,Bu kötü bir takım değil.
This isn't a big deal.,Bu büyük marifet değil.
This isn't a fir tree.,Bu bir köknar ağacı değil.
This isn't a hospital.,Bu bir hastane değil.
This isn't a priority.,Bu bir öncelik değil.
This isn't a vacation.,Bu bir tatil değil.
This isn't about that.,Bu onunla ilgili değil.
This isn't about them.,Bu onlar hakkında değil.
This isn't fair to me.,Bu benim için adil değil.
This isn't fun at all.,Bu hiç de eğlenceli değil.
This isn't going well.,Bu iyi gitmiyor.
This isn't my problem.,Bu benim sorunum değil.
This isn't your fault.,Bu senin hatan değil.
This isn't your fight.,Bu senin savaşın değil.
This isn't your house.,Bu senin evin değil.
This isn't your place.,Bu senin yerin değil.
This lesson is boring.,Bu ders sıkıcı.
This letter's for you.,Bu mektup sana.
This letter's for you.,Bu mektup size.
This line is diagonal.,Bu çizgi diyagonal.
This made me very sad.,Bu beni çok üzdü.
This makes me curious.,Bu beni meraklandırıyor.
This makes me hopeful.,Bu beni umutlandırıyor.
This makes me nervous.,Bu beni sinirlendiriyor.
This makes us winners.,Bu bizi kazanan yapar.
This makes us winners.,Bu bizi kazandırır.
This map is worthless.,Bu harita değersiz.
This may surprise you.,Bu seni şaşırtabilir.
This may take a while.,Bu biraz zaman alabilir.
This meat cuts easily.,Bu et kolayca kesiliyor.
This milk tastes sour.,Bu sütün tadı ekşi.
"This mink cost $3,000.",Bu vizon 3000 dolara mal oldu.
This news is official.,Bu haber resmîdir.
This newspaper is old.,Bu gazete eskidir.
This one is all yours.,Bu tamamen sizindir.
This one is different.,Bu farklıdır.
This one is difficult.,Bu zor.
This one is the worst.,Bu en kötüsü.
This one will be fine.,Bu iyi olacak.
"This one's on us, Tom.","Bu bizim üzerimizde, Tom."
This ought to be good.,Bu iyi olmalı.
This package is heavy.,Bu paket ağır.
This party is awesome.,Bu parti harika.
This pear smells nice.,Bu armut güzel kokuyor.
This pen doesn't work.,Bu dolma kalem işe yaramaz.
This place is perfect.,Bu yer harika.
This place smells bad.,Bu yer kötü kokuyor.
This road is terrible.,Bu yol dehşet verici.
This room is for VIPs.,Bu oda VIP'ler için.
This room is for rent.,Bu oda kiralık.
This room is too dark.,Bu oda çok karanlık.
This room is very hot.,Bu oda çok sıcak.
This sandwich is good.,Bu sandviç iyidir.
This seat isn't taken.,Bu koltuk alınmadı.
This seems good to me.,Bu bana iyi görünüyor.
This seems improbable.,Bu olasılık dışı görünüyor.
This sentence is fine.,Bu cümle güzel.
This should be enough.,Bu yeterli olmalı.
This should be plenty.,Bu yeterli olmalıdır.
This should be useful.,Bu yararlı olmalı.
This should be washed.,Bu yıkanmalıdır.
This should stop them.,Bunun onları durdurması gerekir.
This shouldn't happen.,Bu olmamalı.
This shower is broken.,Bu duş bozuktur.
This soup tastes good.,Bu çorbanın tadı iyi.
This soup's too salty.,Bu çorba çok tuzlu.
This spoon is for tea.,Bu kaşık çay için.
This string is strong.,Bu ip güçlü.
This stuff is amazing.,Bu şey şaşırtıcı.
This suit was on sale.,Bu takım satılıktı.
This suitcase is mine.,Bu bavul benim.
This summer is chilly.,Bu yaz serin.
This sure is exciting.,Bu kesinlikle heyecan verici.
This sure tastes good!,Gerçekten güzel bir tadı var.
This tastes very good.,Bunun çok iyi tadı var.
This tea is too sweet.,Bu çay çok tatlı.
This tea is very good.,Bu çay çok iyidir.
This tea is very nice.,Bu çay çok güzel.
This textbook is good.,Bu ders kitabı iyidir.
This thing isn't real.,Bu şey gerçek değil.
This time I'll try it.,Bu kez onu deneyeceğim.
This town isn't large.,Bu kasaba büyük değil.
This umbrella is mine.,Bu şemsiye benim.
This war needs to end.,Bu savaşın sona ermesi gerekiyor.
This was Tom's choice.,Bu Tom'un seçimiydi.
This was a great idea.,Bu harika bir fikirdi.
This was a lot of fun.,Bu çok eğlenceliydi.
This was not the deal.,Anlaşma bu değildi.
This was way too easy.,Bu çok çok kolaydı.
This wasn't expensive.,Bu pahalı değildi.
This wine tastes good.,Bu şarabın tadı iyi.
This won't hurt a bit.,Bu biraz incitmeyecek.
This work doesn't pay.,Bu iş karşılığını ödemiyor.
This works every time.,Bu her zaman işe yarar.
This worries me a lot.,Bu beni çok endişelendiriyor.
This would be fitting.,Bu uygun olurdu.
This'll be our secret.,Bu bizim sırrımız olacak.
Those are empty words.,Onlar boş sözler.
Those are my children.,Onlar benim çocuklarım.
Those are my earrings.,Onlar benim küpelerim.
Those are my trousers.,O benim pantolonum.
Those are our choices.,Onlar bizim tercihlerimiz.
Those are their books.,Onlar onların kitapları.
Those are your orders.,Bunlar senin siparişlerin.
Those aren't my rules.,Bunlar benim kurallarım değil.
Those boots are Tom's.,Bu çizmeler Tom'un.
Those gloves are mine.,Bu eldivenler benim
Those horses are mine.,Bu atlar benim.
Those men are cowards.,Bu adamlar korkak.
Those men are strange.,Bu adamlar garip.
Those photos are hers.,Şu fotoğraflar onun.
Those two are friends.,O ikisi arkadaş.
Those two are friends.,Şu ikisi arkadaş.
Three people are dead.,Üç kişi öldü.
Three people did that.,Bunu üç kişi yaptı.
Three people survived.,Üç insan kurtuldu.
Three people survived.,Üç insan hayatta kaldı.
Three people survived.,Üç kişi sağ kurtuldu.
Throw away everything.,Her şeyi atın.
Throw him in the brig.,Onu askeri hapishaneye atın.
Throw out your weapon.,Silahını dışarıya at.
Throw the ball to Tom.,Topu Tom'a fırlat.
Time cures all things.,Zaman her şeyin ilacıdır.
Time cures all things.,Zaman tüm yaraları sarar.
Time heals all wounds.,Zaman bütün yaraları iyileştirir.
Time heals all wounds.,Zaman her şeyin ilacıdır.
Time heals everything.,Zaman her şeyi iyileştirir.
Time is getting short.,Vakit azalıyor.
Time is on their side.,Zaman onların lehine.
Time is running short.,Zaman azalıyor.
Time is the only cure.,Zaman tek çaredir.
Time waits for no one.,Zaman kimseyi beklemez.
Time waits for no one.,Zaman hiç kimse için beklemez.
Tips are not accepted.,Bahşiş kabul edilmez.
"To me, it's important.","Benim için, bu önemli."
Today I have to study.,Bugün çalışmak zorundayım.
Today has been slower.,Bugün daha yavaştı.
Today he turned forty.,O bugün kırk yaşına girdi.
Today is October 11th.,Bugün on bir Ekim.
Today is my lucky day.,Bugün benim şanslı günüm.
Today is no exception.,Bugün istisna değil.
Today is not your day.,Bugün senin günün değil.
Today was a tough day.,Bugün zor bir gündü.
Today's not Christmas.,Bugün Noel değil.
Today's your birthday.,Bugün senin doğum günün.
Tom accepted the gift.,Tom hediyeyi kabul etti.
Tom achieved his goal.,Tom hedefine ulaştı.
Tom acted as chairman.,Tom bir başkan gibi davrandı.
Tom acted as my guide.,Tom rehberim gibi davrandı.
Tom acted like a baby.,Tom bir bebek gibi davrandı.
Tom acted like a jerk.,Tom bir pislik gibi davrandı.
Tom actually did that.,Tom gerçekten onu yaptı
Tom actually likes me.,Tom gerçekten beni seviyor.
Tom admits he's cried.,Tom ağladığını itiraf ediyor.
Tom admitted he cried.,Tom ağladığını itiraf etti.
Tom agreed to do that.,Tom onu yapmayı kabul etti.
Tom agreed to help us.,Tom bize yardım etmeyi kabul etti.
Tom almost didn't win.,Tom neredeyse kazanmadı.
Tom almost died today.,Tom bugün neredeyse ölüyordu.
Tom almost got caught.,Tom neredeyse yakalandı
Tom almost got killed.,Tom neredeyse öldürülüyordu.
Tom almost passed out.,Tom neredeyse bayıldı.
Tom already has a job.,Tom'un zaten bir işi var.
Tom already said that.,Tom onu zaten söyledi.
Tom also had a sister.,Tom'un da bir kız kardeşi vardı.
Tom also impressed me.,Tom da beni etkiledi.
Tom also knows French.,Tom da Fransızca biliyor.
Tom also plays guitar.,Tom da gitar çalar.
